"","X","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_primary","new_hosp_incidental","new_hosp_total","new_death_total","remapped_id","population","population_scale","month","month_id","jhu_cases_reset","jhu_zero","case_na","jhu_na","cdc_impute","jhu_impute","pred_cdc","pred_jhu","pred_zero","jhu_comb","avg_pred","avg","diff1","diff2"
"416",450,"2020-10-01","NY","CORTLAND",36023,659,3,385,271,0,619,40,400,0,0,0,4,0,4,0,22,46741,2.06134509371555,2020-10-01,10,400,0,0,0,659,400,270.261436112222,381.207733781498,0.0107052881909081,377.126795130764,323.694115621493,529.5,205.805884378507,205.805884378507
"417",510,"2020-11-01","NY","CORTLAND",36023,454,0,10,444,0,424,30,477,2,2,2,19,1,20,2,22,46741,2.06134509371555,2020-11-01,11,477,0,0,0,454,477,407.164744437877,210.732928401772,0.00990374615081158,208.645882973263,307.90531370557,465.5,157.59468629443,157.59468629443
"418",569,"2020-12-01","NY","CORTLAND",36023,634,4,90,540,0,606,28,1009,29,28,34,56,1,57,32,22,46741,2.06134509371555,2020-12-01,12,1009,0,0,0,634,1009,460.843266212603,334.38843989858,0.0105225759671084,330.869812137225,395.856539174914,821.5,425.643460825086,425.643460825086
"419",628,"2021-01-01","NY","CORTLAND",36023,442,14,350,78,0,412,30,776,25,24,25,57,0,57,20,22,46741,2.06134509371555,2021-01-01,13,776,0,0,0,442,776,907.800962090448,577.043397946141,0.00171071882222001,576.056238944037,741.928600517242,609,132.928600517242,132.928600517242
"420",688,"2021-02-01","NY","CORTLAND",36023,460,3,385,72,0,449,11,315,3,2,3,17,0,17,4,22,46741,2.06134509371555,2021-02-01,14,315,0,0,0,460,315,224.113540829015,509.188648433716,0.00168256860339352,508.331903600657,366.222722214836,387.5,21.2772777851644,21.2772777851644
"421",748,"2021-03-01","NY","CORTLAND",36023,339,3,267,69,0,327,12,245,0,1,3,11,1,12,0,22,46741,2.06134509371555,2021-03-01,15,245,0,0,0,339,245,213.778525006402,213.931236422331,0.00149927837298155,213.610493946257,213.69450947633,292,78.3054905236702,78.3054905236702
"422",808,"2021-04-01","NY","CORTLAND",36023,207,5,170,32,0,207,0,216,0,0,0,13,0,13,0,22,46741,2.06134509371555,2021-04-01,16,216,0,0,0,207,216,111.775225010347,355.709418998231,0.00160431549307433,355.1387488663,233.456986938324,211.5,21.9569869383236,21.9569869383236
"423",868,"2021-05-01","NY","CORTLAND",36023,240,8,181,51,0,240,0,265,0,2,2,18,0,18,0,22,46741,2.06134509371555,2021-05-01,17,265,0,0,0,240,265,182.495665832854,352.02615963995,0.00160210612565142,351.462176373201,266.978921103028,252.5,14.4789211030279,14.4789211030279
"424",927,"2021-06-01","NY","CORTLAND",36023,37,1,25,11,0,36,1,47,3,1,3,10,0,10,2,22,46741,2.06134509371555,2021-06-01,18,47,0,0,0,37,47,49.5422669196597,419.128527801106,0.00163966752289463,418.441296366152,233.991781642906,42,191.991781642906,191.991781642906
"425",981,"2021-07-01","NY","CORTLAND",36023,48,2,43,3,0,48,0,39,1,1,1,1,0,1,1,22,46741,2.06134509371555,2021-07-01,19,39,0,0,0,48,39,171.543386756254,450.718068850714,0.00165557534305626,449.971871129255,310.757628942754,43.5,267.257628942754,267.257628942754
"426",1041,"2021-08-01","NY","CORTLAND",36023,452,10,317,125,0,450,2,384,1,1,1,36,0,36,1,22,46741,2.06134509371555,2021-08-01,20,384,0,0,0,452,384,403.358625304595,476.870203772904,0.00166799451504513,476.074786888622,439.716706096609,418,21.7167060966085,21.7167060966085
"427",1101,"2021-09-01","NY","CORTLAND",36023,652,12,498,142,0,648,4,618,7,6,7,50,0,50,6,22,46741,2.06134509371555,2021-09-01,21,618,0,0,0,652,618,536.750973796566,664.598783405557,0.00174305524597505,663.440351009673,600.09566240312,635,34.9043375968805,34.9043375968805
"428",1161,"2021-10-01","NY","CORTLAND",36023,525,12,353,160,0,524,1,562,12,6,6,35,0,35,7,22,46741,2.06134509371555,2021-10-01,22,562,0,0,0,525,562,436.29677588442,497.79895696294,0.00167752423969296,496.963887146141,466.630331515281,543.5,76.8696684847193,76.8696684847193
"429",1221,"2021-11-01","NY","CORTLAND",36023,582,7,319,256,0,582,0,557,5,3,3,29,1,30,3,22,46741,2.06134509371555,2021-11-01,23,557,0,0,0,582,557,558.24120026114,747.339935112415,0.00177036557839508,746.016870215932,652.129035238536,569.5,82.6290352385363,82.6290352385363
"430",1281,"2021-12-01","NY","CORTLAND",36023,1512,20,778,714,0,1510,2,1162,3,4,4,53,1,54,4,22,46741,2.06134509371555,2021-12-01,24,1162,0,0,0,1512,1162,1320.08026826333,577.257864250949,0.00171078836127355,576.270298215335,948.175283239333,1337,388.824716760667,388.824716760667
"431",1341,"2022-01-01","NY","CORTLAND",36023,2996,22,1493,1481,0,2984,12,2542,14,12,13,72,1,73,9,22,46741,2.06134509371555,2022-01-01,25,2542,0,0,0,2996,2542,2985.65632418879,2038.6080222392,0.00202207907750115,2034.4857956102,2510.07105989949,2769,258.928940100507,258.928940100507
"432",1401,"2022-02-01","NY","CORTLAND",36023,530,4,257,269,0,530,0,488,7,6,7,33,2,35,8,22,46741,2.06134509371555,2022-02-01,26,488,0,0,0,530,488,538.572913186028,578.280226961452,0.00171119752594341,577.290675267774,557.931794226901,509,48.9317942269012,48.9317942269012
"433",1461,"2022-03-01","NY","CORTLAND",36023,538,6,287,245,0,538,0,283,3,0,1,20,0,20,1,22,46741,2.06134509371555,2022-03-01,27,283,0,0,0,538,283,537.992803725478,541.591047605709,0.00169640668908499,540.672288929802,539.33254632764,410.5,128.83254632764,128.83254632764
"434",1521,"2022-04-01","NY","CORTLAND",36023,792,9,346,437,0,791,1,590,3,2,2,25,2,27,2,22,46741,2.06134509371555,2022-04-01,28,590,0,0,0,792,590,789.24768592758,513.961516323447,0.00168465003296858,513.095671038028,651.171678482804,691,39.8283215171962,39.8283215171962
"435",1581,"2022-05-01","NY","CORTLAND",36023,452,0,0,452,0,452,0,392,4,3,4,26,4,30,4,22,46741,2.06134509371555,2022-05-01,29,392,0,0,0,452,392,450.043346055461,517.899686740023,0.00168637146313814,517.026315487536,483.534830771499,422,61.5348307714985,61.5348307714985
"436",1641,"2022-06-01","NY","CORTLAND",36023,154,0,0,154,0,154,0,122,0,0,0,14,2,16,0,22,46741,2.06134509371555,2022-06-01,30,122,0,0,0,154,122,158.233867650591,326.05844330579,0.00158585564849387,325.541361681735,241.887614666163,138,103.887614666163,103.887614666163
"437",1701,"2022-07-01","NY","CORTLAND",36023,196,0,0,196,0,194,2,172,3,2,2,10,0,10,1,22,46741,2.06134509371555,2022-07-01,31,172,0,0,0,196,172,194.796419642668,280.157907903732,0.00155416665197079,279.722495825982,237.259457734325,184,53.2594577343249,53.2594577343249
"438",1761,"2022-08-01","NY","CORTLAND",36023,302,0,0,302,0,301,1,245,2,1,4,22,0,22,2,22,46741,2.06134509371555,2022-08-01,32,245,0,0,0,302,245,303.26615478538,283.840885293612,0.00155686012247166,283.398984738172,293.332569761776,273.5,19.8325697617756,19.8325697617756
"439",1821,"2022-09-01","NY","CORTLAND",36023,475,0,0,475,0,475,0,397,0,0,0,31,1,32,0,22,46741,2.06134509371555,2022-09-01,33,397,0,0,0,475,397,471.40202438331,445.800512579715,0.00165315898732754,445.063533455788,458.232778919549,436,22.232778919549,22.232778919549
"440",1881,"2022-10-01","NY","CORTLAND",36023,253,0,0,253,0,253,0,236,1,0,0,41,3,44,0,22,46741,2.06134509371555,2022-10-01,34,236,0,0,0,253,236,254.49377309253,290.57171098004,0.00156172482044806,290.117917926883,272.305845509707,244.5,27.8058455097065,27.8058455097065
"441",1941,"2022-11-01","NY","CORTLAND",36023,170,0,0,170,0,170,0,131,2,0,1,23,2,25,1,22,46741,2.06134509371555,2022-11-01,35,131,0,0,0,170,131,171.061328957916,129.591086071636,0.00140202565098352,129.409396044825,150.235362501371,150.5,0.26463749862927,0.26463749862927
"442",2001,"2022-12-01","NY","CORTLAND",36023,196,0,0,196,0,195,1,188,2,2,2,22,1,23,2,22,46741,2.06134509371555,2022-12-01,36,188,0,0,0,196,188,195.540329441681,358.300194827864,0.00160586045003819,357.724814715749,276.632572078715,192,84.6325720787153,84.6325720787153
"443",2061,"2023-01-01","NY","CORTLAND",36023,271,0,0,271,0,270,1,181,2,NA,NA,20,2,22,0,22,46741,2.06134509371555,2023-01-01,37,181,0,0,0,271,181,272.820097675284,46.2145678046874,0.00614853036810426,45.9304161310915,159.375256903188,226,66.6247430968122,66.6247430968122
"444",2121,"2023-02-01","NY","CORTLAND",36023,391,0,0,391,0,390,1,293,0,NA,NA,38,0,38,0,22,46741,2.06134509371555,2023-02-01,38,293,0,0,0,391,293,387.567442200561,51.0982815834093,0.00623059702751814,50.7799087820644,219.173675491313,342,122.826324508687,122.826324508687
"445",2181,"2023-03-01","NY","CORTLAND",36023,166,0,0,166,0,166,0,53,0,NA,NA,26,0,26,0,22,46741,2.06134509371555,2023-03-01,39,53,0,0,0,166,53,166.596777303764,103.898979172052,0.00684238308003391,103.188062554932,134.892419929348,109.5,25.3924199293481,25.3924199293481
"446",35,"2020-03-01","NY","DELAWARE",36025,26,1,9,16,0,22,4,16,0,0,0,0,0,0,0,32,44231,1.95065049614112,2020-03-01,3,16,0,0,0,26,16,24.7156617909835,15.6858113913559,0.0070061423604985,15.5759143637082,20.1457880773458,21,0.854211922654159,0.854211922654159
"447",91,"2020-04-01","NY","DELAWARE",36025,39,0,8,31,0,27,12,46,4,0,0,2,0,2,0,32,44231,1.95065049614112,2020-04-01,4,46,0,0,0,39,46,32.4235808717944,71.5390293026383,0.00858832328372343,70.9246289915835,51.674104931689,42.5,9.17410493168895,9.17410493168895
"448",151,"2020-05-01","NY","DELAWARE",36025,147,2,3,142,0,102,45,17,0,0,0,2,0,2,0,32,44231,1.95065049614112,2020-05-01,5,17,0,0,0,147,17,100.737431644614,17.3178865384718,0.00710054049343652,17.1949201838446,58.9661759142294,82,23.0338240857706,23.0338240857706
"449",211,"2020-06-01","NY","DELAWARE",36025,57,0,6,51,0,40,17,12,0,0,0,0,0,0,0,32,44231,1.95065049614112,2020-06-01,6,12,0,0,0,57,12,140.42852096254,72.799648244843,0.00860826182417802,72.1729698120434,106.300745387292,34.5,71.8007453872916,71.8007453872916
"450",271,"2020-07-01","NY","DELAWARE",36025,50,1,10,39,0,47,3,11,0,0,0,0,0,0,0,32,44231,1.95065049614112,2020-07-01,7,11,0,0,0,50,11,204.617282427375,22.3974376569249,0.00735189592057343,22.2327740263837,113.42502822688,30.5,82.9250282268796,82.9250282268796
"451",331,"2020-08-01","NY","DELAWARE",36025,42,1,9,32,0,38,4,13,0,0,0,0,0,0,0,32,44231,1.95065049614112,2020-08-01,8,13,0,0,0,42,13,161.27931787527,71.942498838548,0.00859475571395911,71.3241706355789,116.301744255424,27.5,88.8017442554243,88.8017442554243
"452",391,"2020-09-01","NY","DELAWARE",36025,74,1,8,65,0,30,44,21,1,1,1,0,0,0,0,32,44231,1.95065049614112,2020-09-01,9,21,0,0,0,74,21,61.7805358770226,65.5687707520533,0.00848967206484308,65.0121133906735,63.396324633848,47.5,15.896324633848,15.896324633848
"453",451,"2020-10-01","NY","DELAWARE",36025,90,3,18,69,0,38,52,51,2,0,0,1,0,1,0,32,44231,1.95065049614112,2020-10-01,10,51,0,0,0,90,51,48.6764128229537,53.4406087435433,0.00826157919738357,52.9991049220521,50.8377588725029,70.5,19.6622411274971,19.6622411274971
"454",511,"2020-11-01","NY","DELAWARE",36025,192,0,4,188,0,123,69,176,2,0,0,1,0,1,0,32,44231,1.95065049614112,2020-11-01,11,176,0,0,0,192,176,264.62680407572,89.8244574712081,0.00885142550161658,89.0293829776786,176.828093526699,184,7.17190647330062,7.17190647330062
"455",570,"2020-12-01","NY","DELAWARE",36025,279,0,39,240,0,212,67,344,1,5,6,1,3,4,4,32,44231,1.95065049614112,2020-12-01,12,344,0,0,0,279,344,373.238501437145,38.2196175231997,0.00789966515560791,37.917695342391,205.578098389768,311.5,105.921901610232,105.921901610232
"456",629,"2021-01-01","NY","DELAWARE",36025,286,7,202,77,0,227,59,510,19,15,16,14,2,16,13,32,44231,1.95065049614112,2021-01-01,13,510,0,0,0,286,510,596.290492899019,346.268951585476,0.00159859137397854,345.715409026395,471.002950962707,398,73.0029509627069,73.0029509627069
"457",689,"2021-02-01","NY","DELAWARE",36025,316,10,269,37,0,314,2,291,4,0,2,10,1,11,0,32,44231,1.95065049614112,2021-02-01,14,291,0,0,0,316,291,144.838037701459,226.655781769005,0.00151086832750885,226.313334727083,185.575686214271,303.5,117.924313785729,117.924313785729
"458",749,"2021-03-01","NY","DELAWARE",36025,417,18,359,40,0,415,2,405,1,0,0,3,0,3,0,32,44231,1.95065049614112,2021-03-01,15,405,0,0,0,417,405,259.306199846024,276.358237793392,0.00155133695331199,275.929513046751,267.617856446388,411,143.382143553612,143.382143553612
"459",809,"2021-04-01","NY","DELAWARE",36025,240,14,194,32,0,238,2,345,3,0,0,6,0,6,0,32,44231,1.95065049614112,2021-04-01,16,345,0,0,0,240,345,129.790921294546,378.682853291515,0.00161770915647774,378.070254572344,253.930587933445,292.5,38.5694120665548,38.5694120665548
"460",869,"2021-05-01","NY","DELAWARE",36025,80,3,67,10,0,80,0,98,0,2,2,3,0,3,0,32,44231,1.95065049614112,2021-05-01,17,98,0,0,0,80,98,83.1847484249292,111.328695329542,0.0013737294616137,111.175759820845,97.1802541228869,89,8.18025412288686,8.18025412288686
"461",928,"2021-06-01","NY","DELAWARE",36025,34,3,24,7,0,34,0,39,2,0,0,2,1,3,0,32,44231,1.95065049614112,2021-06-01,18,39,0,0,0,34,39,46.3494605771483,453.440514500178,0.00165688401709137,452.689216159,249.519338368074,36.5,213.019338368074,213.019338368074
"462",982,"2021-07-01","NY","DELAWARE",36025,58,4,49,5,0,58,0,37,0,0,0,0,0,0,0,32,44231,1.95065049614112,2021-07-01,19,37,0,0,0,58,37,201.558944613308,88.8188979262458,0.00133261935689722,88.700536143611,145.129740378459,47.5,97.6297403784594,97.6297403784594
"463",1042,"2021-08-01","NY","DELAWARE",36025,238,5,202,31,0,238,0,236,0,0,0,1,0,1,0,32,44231,1.95065049614112,2021-08-01,20,236,0,0,0,238,236,207.587265825292,438.159930414615,0.00164936078082182,437.437246609662,322.512256217477,237,85.5122562174769,85.5122562174769
"464",1102,"2021-09-01","NY","DELAWARE",36025,530,10,445,75,0,527,3,528,2,1,1,6,0,6,0,32,44231,1.95065049614112,2021-09-01,21,528,0,0,0,530,528,447.717896344167,441.818383467965,0.00165118810974531,441.088858206516,444.403377275341,529,84.5966227246589,84.5966227246589
"465",1162,"2021-10-01","NY","DELAWARE",36025,392,13,312,67,0,388,4,500,7,7,8,9,1,10,5,32,44231,1.95065049614112,2021-10-01,22,500,0,0,0,392,500,331.834995232017,396.777780771036,0.00162776965733353,396.131917938792,363.983456585404,446,82.0165434145956,82.0165434145956
"466",1222,"2021-11-01","NY","DELAWARE",36025,796,16,710,70,0,788,8,703,3,6,6,7,1,8,0,32,44231,1.95065049614112,2021-11-01,23,703,0,0,0,796,703,726.158399550932,612.012837469144,0.00172411479334156,610.957657082349,668.55802831664,749.5,80.9419716833595,80.9419716833595
"467",1282,"2021-12-01","NY","DELAWARE",36025,1072,18,804,250,0,1067,5,1100,7,4,6,12,3,15,1,32,44231,1.95065049614112,2021-12-01,24,1100,0,0,0,1072,1100,985.797111116485,444.040041182776,0.0016522690632396,443.30636755989,714.551739338188,1086,371.448260661812,371.448260661812
"468",1342,"2022-01-01","NY","DELAWARE",36025,1839,14,803,1022,0,1833,6,1709,8,6,8,16,3,19,2,32,44231,1.95065049614112,2022-01-01,25,1709,0,0,0,1839,1709,1827.69952219872,1368.90739787957,0.00191810902370321,1366.28168424709,1596.9906032229,1774,177.009396777098,177.009396777098
"469",1402,"2022-02-01","NY","DELAWARE",36025,306,3,205,98,0,305,1,341,2,4,4,12,0,12,0,32,44231,1.95065049614112,2022-02-01,26,341,0,0,0,306,341,314.074127945021,451.245169818102,0.00165581106703995,450.497993071969,382.286060508495,323.5,58.7860605084951,58.7860605084951
"470",1462,"2022-03-01","NY","DELAWARE",36025,241,9,182,50,0,241,0,164,0,1,1,2,2,4,0,32,44231,1.95065049614112,2022-03-01,27,164,0,0,0,241,164,241.032983532404,358.124785917415,0.00160577024289425,357.549719792946,299.291351662675,202.5,96.791351662675,96.791351662675
"471",1522,"2022-04-01","NY","DELAWARE",36025,364,9,256,99,0,364,0,382,4,3,3,7,2,9,2,32,44231,1.95065049614112,2022-04-01,28,382,0,0,0,364,382,364.393038133182,367.016566980208,0.0016109979028336,366.425304060497,365.409171096839,373,7.59082890316063,7.59082890316063
"472",1582,"2022-05-01","NY","DELAWARE",36025,477,0,49,428,0,477,0,464,2,0,1,4,2,6,0,32,44231,1.95065049614112,2022-05-01,29,464,0,0,0,477,464,471.234257081106,621.863368986709,0.00172777309622717,620.788930188245,546.011593634675,470.5,75.5115936346753,75.5115936346753
"473",1642,"2022-06-01","NY","DELAWARE",36025,174,1,9,164,0,174,0,200,5,1,2,2,1,3,1,32,44231,1.95065049614112,2022-06-01,30,200,0,0,0,174,200,179.699520261873,342.52243171692,0.0015962760828128,341.975671351343,260.837595806608,187,73.8375958066082,73.8375958066082
"474",1702,"2022-07-01","NY","DELAWARE",36025,200,0,0,200,0,200,0,203,2,0,3,9,0,9,0,32,44231,1.95065049614112,2022-07-01,31,203,0,0,0,200,203,198.520889901456,322.772612657909,0.00158373105935887,322.261427646132,260.391158773794,201.5,58.8911587737938,58.8911587737938
"475",1762,"2022-08-01","NY","DELAWARE",36025,228,0,0,228,0,227,1,212,1,0,0,11,1,12,0,32,44231,1.95065049614112,2022-08-01,32,212,0,0,0,228,212,227.816179819923,281.073421199586,0.00155483013041524,280.636399775446,254.226289797685,220,34.2262897976849,34.2262897976849
"476",1822,"2022-09-01","NY","DELAWARE",36025,230,0,0,230,0,230,0,220,2,0,0,10,1,11,0,32,44231,1.95065049614112,2022-09-01,33,220,0,0,0,230,220,229.932823978454,211.755463938344,0.00149723522884135,211.438416197836,220.685620088145,225,4.31437991185473,4.31437991185473
"477",1882,"2022-10-01","NY","DELAWARE",36025,194,0,0,194,0,194,0,192,1,1,1,5,0,5,0,32,44231,1.95065049614112,2022-10-01,34,192,0,0,0,194,192,192.244194402142,244.526022750829,0.00152624124350425,244.152817049796,218.198505725969,193,25.1985057259693,25.1985057259693
"478",1942,"2022-11-01","NY","DELAWARE",36025,127,0,0,127,0,127,0,124,1,1,1,5,1,6,0,32,44231,1.95065049614112,2022-11-01,35,124,0,0,0,127,124,130.470930943183,121.663939642078,0.00139020081509885,121.494802334019,125.982866638601,125.5,0.482866638601223,0.482866638601223
"479",2002,"2022-12-01","NY","DELAWARE",36025,196,0,0,196,0,193,3,181,1,4,4,8,2,10,0,32,44231,1.95065049614112,2022-12-01,36,181,0,0,0,196,181,195.223307343266,264.806994462178,0.00154253236695015,264.398521102225,229.810914222746,188.5,41.3109142227455,41.3109142227455
"480",2062,"2023-01-01","NY","DELAWARE",36025,247,0,0,247,0,247,0,216,5,NA,NA,4,0,4,2,32,44231,1.95065049614112,2023-01-01,37,216,0,0,0,247,216,244.645944035043,53.843474846632,0.00627392279816283,53.5056650422595,149.075804538651,231.5,82.4241954613488,82.4241954613488
"481",2122,"2023-02-01","NY","DELAWARE",36025,131,0,0,131,0,131,0,122,1,NA,NA,3,2,5,0,32,44231,1.95065049614112,2023-02-01,38,122,0,0,0,131,122,131.959290856623,26.2480332391521,0.00570484931456336,26.0982921647191,79.0287915106708,126.5,47.4712084893292,47.4712084893292
"482",2182,"2023-03-01","NY","DELAWARE",36025,71,0,0,71,0,59,12,16,0,NA,NA,5,0,5,0,32,44231,1.95065049614112,2023-03-01,39,16,0,0,0,71,16,71.7500561720746,55.3677548421635,0.00629712432714658,55.0190972062074,63.384576689141,43.5,19.884576689141,19.884576689141
"483",36,"2020-03-01","NY","DUTCHESS",36027,1205,110,294,801,11,1123,71,484,3,8,8,11,33,44,7,44,295901,13.049658213892,2020-03-01,3,484,0,0,0,1205,484,1371.87875075495,484.025840088291,0.0110466551988864,478.678973525485,925.278862140218,844.5,80.7788621402178,80.7788621402178
"484",92,"2020-04-01","NY","DUTCHESS",36027,2437,168,379,1890,15,2321,101,2470,34,92,98,274,118,392,64,44,295901,13.049658213892,2020-04-01,4,2470,0,0,0,2437,2470,1768.03925703835,2469.45063561809,0.0137127788120813,2435.5876052645,2101.81343115143,2453.5,351.686568848572,351.686568848572
"485",152,"2020-05-01","NY","DUTCHESS",36027,1956,22,105,1829,12,1777,167,955,102,67,72,125,18,143,79,44,295901,13.049658213892,2020-05-01,5,955,0,0,0,1956,955,1441.31841934698,778.842814292874,0.0117609512301961,769.682881937987,1105.50065064248,1455.5,349.999349357517,349.999349357517
"486",212,"2020-06-01","NY","DUTCHESS",36027,1009,9,105,895,0,819,190,298,12,10,14,28,12,40,9,44,295901,13.049658213892,2020-06-01,6,298,0,0,0,1009,298,1733.13577917638,310.816919559306,0.0104221540466392,307.577537743357,1020.35665845987,653.5,366.856658459868,366.856658459868
"487",272,"2020-07-01","NY","DUTCHESS",36027,1029,9,143,877,0,786,243,283,2,4,6,20,14,34,3,44,295901,13.049658213892,2020-07-01,7,283,0,0,0,1029,283,3217.73498108542,988.992643484879,0.012140924834229,976.985358138723,2097.36016961207,656,1441.36016961207,1441.36016961207
"488",332,"2020-08-01","NY","DUTCHESS",36027,860,14,178,668,0,662,198,375,0,1,1,23,4,27,0,44,295901,13.049658213892,2020-08-01,8,375,0,0,0,860,375,1813.11986238554,386.735550210545,0.0107256002956469,382.58757927887,1097.8537208322,617.5,480.353720832204,480.353720832204
"489",392,"2020-09-01","NY","DUTCHESS",36027,543,12,75,456,0,423,120,272,3,2,2,14,4,18,2,44,295901,13.049658213892,2020-09-01,9,272,0,0,0,543,272,496.145586001989,815.14889913677,0.0118338999705077,805.502508603316,650.824047302653,407.5,243.324047302653,243.324047302653
"490",452,"2020-10-01","NY","DUTCHESS",36027,896,16,157,723,0,740,156,410,9,4,5,38,4,42,5,44,295901,13.049658213892,2020-10-01,10,410,0,0,0,896,410,488.132696435091,441.887590162932,0.0109152198179147,437.064289981495,462.598493208293,653,190.401506791707,190.401506791707
"491",512,"2020-11-01","NY","DUTCHESS",36027,2388,9,6,2373,0,2002,386,1737,26,22,25,146,24,170,20,44,295901,13.049658213892,2020-11-01,11,1737,0,0,0,2388,1737,1894.2756802653,972.915900379918,0.0121105482742765,961.133355401555,1427.70451783343,2062.5,634.795482166572,634.795482166572
"492",571,"2020-12-01","NY","DUTCHESS",36027,4868,5,109,4754,0,4213,655,4798,43,62,67,439,42,481,59,44,295901,13.049658213892,2020-12-01,12,4798,0,0,0,4868,4798,2789.63057923336,4678.16180315186,0.0149424019102984,4608.25882928776,3698.94470426056,4833,1134.05529573944,1134.05529573944
"493",630,"2021-01-01","NY","DUTCHESS",36027,4716,80,1405,3231,0,4005,711,7041,123,145,160,493,57,550,138,44,295901,13.049658213892,2021-01-01,13,7041,0,0,0,4716,7041,6809.80310912454,4730.92442492207,0.00226047338589814,4720.23029616884,5765.01670264669,5878.5,113.483297353307,113.483297353307
"494",690,"2021-02-01","NY","DUTCHESS",36027,2618,58,1754,806,0,2606,12,3174,51,46,56,221,22,243,48,44,295901,13.049658213892,2021-02-01,14,3174,0,0,0,2618,3174,1034.480983551,3212.38027324684,0.00214799761686722,3205.48008807543,2119.98053581322,2896,776.019464186783,776.019464186783
"495",750,"2021-03-01","NY","DUTCHESS",36027,3643,73,2595,975,0,3633,10,3747,17,23,26,224,26,250,19,44,295901,13.049658213892,2021-03-01,15,3747,0,0,0,3643,3747,2339.8653503558,2741.12119419506,0.00210267267480904,2735.35751356169,2537.61143195874,3695,1157.38856804126,1157.38856804126
"496",810,"2021-04-01","NY","DUTCHESS",36027,2131,73,1412,646,0,2123,8,2596,16,22,26,214,20,234,20,44,295901,13.049658213892,2021-04-01,16,2596,0,0,0,2131,2596,1433.26290678023,2580.26593866747,0.00208631273373532,2574.88269698321,2004.07280188172,2363.5,359.427198118283,359.427198118283
"497",870,"2021-05-01","NY","DUTCHESS",36027,610,15,344,251,0,609,1,752,3,9,10,74,0,74,3,44,295901,13.049658213892,2021-05-01,17,752,0,0,0,610,752,728.378809472211,801.418175861395,0.00178684128818535,799.986168775664,764.182489123938,681,83.1824891239376,83.1824891239376
"498",929,"2021-06-01","NY","DUTCHESS",36027,114,6,59,49,0,113,1,120,2,2,2,22,0,22,1,44,295901,13.049658213892,2021-06-01,18,120,0,0,0,114,120,456.279001411526,214.700176097725,0.00150002213191874,214.378121081852,335.328561246689,117,218.328561246689,218.328561246689
"499",983,"2021-07-01","NY","DUTCHESS",36027,557,21,330,206,0,554,3,358,1,2,3,26,0,26,1,44,295901,13.049658213892,2021-07-01,19,358,0,0,0,557,358,1867.42306282861,788.636777692522,0.00178319682885517,787.230483091423,1327.32677296001,457.5,869.826772960015,869.826772960015
"500",1043,"2021-08-01","NY","DUTCHESS",36027,2390,63,1483,844,0,2374,16,2130,18,20,21,139,8,147,17,44,295901,13.049658213892,2021-08-01,20,2130,0,0,0,2390,2130,2070.50688365585,2137.34363594668,0.00203481012303236,2132.99454747986,2101.75071556785,2260,158.249284432146,158.249284432146
"501",1103,"2021-09-01","NY","DUTCHESS",36027,2120,40,1496,584,0,2116,4,2329,25,21,26,153,4,157,20,44,295901,13.049658213892,2021-09-01,21,2329,0,0,0,2120,2329,1836.87340368857,2849.82422594348,0.00211430213115196,2843.79883650916,2340.33612009886,2224.5,115.836120098861,115.836120098861
"502",1163,"2021-10-01","NY","DUTCHESS",36027,1633,27,1157,449,0,1627,6,1728,10,17,21,112,3,115,13,44,295901,13.049658213892,2021-10-01,22,1728,0,0,0,1633,1728,1437.5920953967,1714.97900427774,0.00197624927712229,1711.58977826026,1574.59093682848,1680.5,105.909063171521,105.909063171521
"503",1223,"2021-11-01","NY","DUTCHESS",36027,2187,46,1665,476,0,2186,1,1907,10,22,24,129,5,134,18,44,295901,13.049658213892,2021-11-01,23,1907,0,0,0,2187,1907,2457.13512807815,4100.76224974832,0.00222006718588033,4091.65828204056,3274.39670505935,2047,1227.39670505935,1227.39670505935
"504",1283,"2021-12-01","NY","DUTCHESS",36027,9718,89,3568,6061,0,9706,12,7662,25,35,39,346,9,355,35,44,295901,13.049658213892,2021-12-01,24,7662,0,0,0,9718,7662,8457.86049960562,7558.07205123141,0.00240784426829072,7539.87339076353,7998.86694518458,8690,691.133054815424,691.133054815424
"505",1343,"2022-01-01","NY","DUTCHESS",36027,12907,107,5229,7571,0,12888,19,16020,71,94,111,669,24,693,78,44,295901,13.049658213892,2022-01-01,25,16020,0,0,0,12907,16020,12906.7487013194,13809.808969076,0.00260985653185966,13773.7673489343,13340.2580251268,14463.5,1123.24197487316,1123.24197487316
"506",1403,"2022-02-01","NY","DUTCHESS",36027,1312,23,732,557,0,1309,3,1536,42,48,58,145,15,160,41,44,295901,13.049658213892,2022-02-01,26,1536,0,0,0,1312,1536,1312.18969980171,1568.80774412254,0.00195307361248559,1565.74374711443,1438.96672345807,1424,14.9667234580716,14.9667234580716
"507",1463,"2022-03-01","NY","DUTCHESS",36027,796,13,480,303,0,796,0,629,7,5,8,47,7,54,6,44,295901,13.049658213892,2022-03-01,27,629,0,0,0,796,629,796.054122509101,2300.61303049455,0.00205557234175477,2295.88395397998,1545.96903824454,712.5,833.469038244541,833.469038244541
