"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","county_name","new_hosp","death"
"1286",2020-08-01,NA,NA,31069,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Garden",0,0
"1287",2020-08-01,NA,NA,31071,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,NA
"1288",2020-08-01,NA,NA,31073,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,NA,NA,NA
"1289",2020-08-01,NA,NA,31075,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1290",2020-08-01,NA,NA,31077,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1291",2020-08-01,NA,NA,31081,NA,NA,NA,NA,NA,NA,NA,10,0,0,1,"Hamilton",0,0
"1292",2020-08-01,NA,NA,31083,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,"Harlan",0,0
"1293",2020-08-01,NA,NA,31085,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1294",2020-08-01,NA,NA,31087,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1295",2020-08-01,NA,NA,31089,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,"Holt",13,0
"1296",2020-08-01,NA,NA,31091,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1297",2020-08-01,NA,NA,31093,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,"Howard",0,1
"1298",2020-08-01,NA,NA,31095,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,"Jefferson",0,0
"1299",2020-08-01,NA,NA,31097,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,"Johnson",0,0
"1300",2020-08-01,NA,NA,31099,NA,NA,NA,NA,NA,NA,NA,83,0,0,0,"Kearney",0,0
"1301",2020-08-01,NA,NA,31101,NA,NA,NA,NA,NA,NA,NA,29,0,0,0,"Keith",0,0
"1302",2020-08-01,NA,NA,31103,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1303",2020-08-01,NA,NA,31105,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Kimball",0,0
"1304",2020-08-01,NA,NA,31107,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,"Knox",0,0
"1305",2020-08-01,NA,NA,31113,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,NA
"1306",2020-08-01,NA,NA,31115,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"1307",2020-08-01,NA,NA,31117,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"1308",2020-08-01,NA,NA,31121,NA,NA,NA,NA,NA,NA,NA,20,1,0,0,"Merrick",0,1
"1309",2020-08-01,NA,NA,31123,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,"Morrill",0,0
"1310",2020-08-01,NA,NA,31125,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Nance",0,0
"1311",2020-08-01,NA,NA,31127,NA,NA,NA,NA,NA,NA,NA,61,0,0,0,"Nemaha",0,0
"1312",2020-08-01,NA,NA,31129,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,"Nuckolls",0,0
"1313",2020-08-01,NA,NA,31131,NA,NA,NA,NA,NA,NA,NA,72,1,0,0,"Otoe",0,0
"1314",2020-08-01,NA,NA,31133,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Pawnee",0,0
"1315",2020-08-01,NA,NA,31135,NA,NA,NA,NA,NA,NA,NA,15,6,6,6,"Perkins",0,7
"1316",2020-08-01,NA,NA,31137,NA,NA,NA,NA,NA,NA,NA,34,0,0,0,"Phelps",0,0
"1317",2020-08-01,NA,NA,31139,NA,NA,NA,NA,NA,NA,NA,42,2,5,5,"Pierce",0,6
"1318",2020-08-01,NA,NA,31143,NA,NA,NA,NA,NA,NA,NA,9,1,1,1,"Polk",0,1
"1319",2020-08-01,NA,NA,31145,NA,NA,NA,NA,NA,NA,NA,5,0,1,1,"Red Willow",12,0
"1320",2020-08-01,NA,NA,31147,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,"Richardson",0,0
"1321",2020-08-01,NA,NA,31149,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,"Rock",0,0
"1322",2020-08-01,NA,NA,31151,NA,NA,NA,NA,NA,NA,NA,53,0,0,0,"Saline",0,0
"1323",2020-08-01,NA,NA,31159,NA,NA,NA,NA,NA,NA,NA,70,1,1,1,"Seward",0,0
"1324",2020-08-01,NA,NA,31161,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,"Sheridan",0,0
"1325",2020-08-01,NA,NA,31163,NA,NA,NA,NA,NA,NA,NA,9,1,1,1,NA,NA,NA
"1326",2020-08-01,NA,NA,31165,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1327",2020-08-01,NA,NA,31167,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,NA,NA,NA
"1328",2020-08-01,NA,NA,31169,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"Thayer",0,0
"1329",2020-08-01,NA,NA,31171,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,NA
"1330",2020-08-01,NA,NA,31173,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,"Thurston",0,0
"1331",2020-08-01,NA,NA,31175,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,"Valley",0,0
"1332",2020-08-01,NA,NA,31179,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,"Wayne",0,0
"1333",2020-08-01,NA,NA,31181,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Webster",0,0
"1334",2020-08-01,NA,NA,31183,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1335",2020-08-01,NA,NA,31185,NA,NA,NA,NA,NA,NA,NA,44,0,0,0,"York",0,0
"1336",2020-09-01,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,"Antelope",0,0
"1337",2020-09-01,NA,NA,31005,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1338",2020-09-01,NA,NA,31007,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,NA,NA,NA
"1339",2020-09-01,NA,NA,31009,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1340",2020-09-01,NA,NA,31011,NA,NA,NA,NA,NA,NA,NA,62,0,0,0,"Boone",0,1
"1341",2020-09-01,NA,NA,31013,NA,NA,NA,NA,NA,NA,NA,66,1,0,0,"Box Butte",0,1
"1342",2020-09-01,NA,NA,31015,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,"Boyd",0,0
"1343",2020-09-01,NA,NA,31017,NA,NA,NA,NA,NA,NA,NA,35,0,0,0,"Brown",0,1
"1344",2020-09-01,NA,NA,31021,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,"Burt",0,0
"1345",2020-09-01,NA,NA,31023,NA,NA,NA,NA,NA,NA,NA,31,1,0,0,"Butler",0,1
"1346",2020-09-01,NA,NA,31027,NA,NA,NA,NA,NA,NA,NA,41,0,0,0,NA,NA,NA
"1347",2020-09-01,NA,NA,31029,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,"Chase",0,0
"1348",2020-09-01,NA,NA,31031,NA,NA,NA,NA,NA,NA,NA,30,4,3,3,"Cherry",13,3
"1349",2020-09-01,NA,NA,31033,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,"Cheyenne",0,0
"1350",2020-09-01,NA,NA,31035,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,NA,NA,NA
"1351",2020-09-01,NA,NA,31037,NA,NA,NA,NA,NA,NA,NA,65,0,0,0,"Colfax",0,0
"1352",2020-09-01,NA,NA,31039,NA,NA,NA,NA,NA,NA,NA,75,0,1,1,"Cuming",0,1
"1353",2020-09-01,NA,NA,31041,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,"Custer",0,0
"1354",2020-09-01,NA,NA,31045,NA,NA,NA,NA,NA,NA,NA,54,0,0,0,"Dawes",0,0
"1355",2020-09-01,NA,NA,31049,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1356",2020-09-01,NA,NA,31051,NA,NA,NA,NA,NA,NA,NA,34,0,0,0,NA,NA,NA
"1357",2020-09-01,NA,NA,31057,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,"Dundy",0,0
"1358",2020-09-01,NA,NA,31059,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,"Fillmore",0,0
"1359",2020-09-01,NA,NA,31061,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,"Franklin",0,0
"1360",2020-09-01,NA,NA,31063,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"1361",2020-09-01,NA,NA,31065,NA,NA,NA,NA,NA,NA,NA,11,1,1,1,"Furnas",17,2
"1362",2020-09-01,NA,NA,31069,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Garden",0,0
"1363",2020-09-01,NA,NA,31071,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,NA,NA,NA
"1364",2020-09-01,NA,NA,31073,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,NA,NA,NA
"1365",2020-09-01,NA,NA,31075,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1366",2020-09-01,NA,NA,31077,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,NA,NA,NA
"1367",2020-09-01,NA,NA,31081,NA,NA,NA,NA,NA,NA,NA,34,0,0,0,"Hamilton",0,0
"1368",2020-09-01,NA,NA,31083,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,NA,NA,NA
"1369",2020-09-01,NA,NA,31085,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1370",2020-09-01,NA,NA,31087,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1371",2020-09-01,NA,NA,31089,NA,NA,NA,NA,NA,NA,NA,73,1,1,1,"Holt",16,2
"1372",2020-09-01,NA,NA,31091,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,NA,NA,NA
"1373",2020-09-01,NA,NA,31093,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,"Howard",0,0
"1374",2020-09-01,NA,NA,31095,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,"Jefferson",0,0
"1375",2020-09-01,NA,NA,31097,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,"Johnson",0,0
"1376",2020-09-01,NA,NA,31099,NA,NA,NA,NA,NA,NA,NA,38,0,0,0,"Kearney",0,0
"1377",2020-09-01,NA,NA,31101,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,"Keith",0,0
"1378",2020-09-01,NA,NA,31103,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1379",2020-09-01,NA,NA,31105,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"Kimball",0,0
"1380",2020-09-01,NA,NA,31107,NA,NA,NA,NA,NA,NA,NA,115,0,0,0,"Knox",0,0
"1381",2020-09-01,NA,NA,31113,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1382",2020-09-01,NA,NA,31115,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1383",2020-09-01,NA,NA,31117,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1384",2020-09-01,NA,NA,31121,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,"Merrick",0,0
"1385",2020-09-01,NA,NA,31123,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,"Morrill",0,0
"1386",2020-09-01,NA,NA,31125,NA,NA,NA,NA,NA,NA,NA,39,0,0,0,"Nance",0,0
"1387",2020-09-01,NA,NA,31127,NA,NA,NA,NA,NA,NA,NA,50,0,0,0,"Nemaha",0,0
"1388",2020-09-01,NA,NA,31129,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,"Nuckolls",0,0
"1389",2020-09-01,NA,NA,31131,NA,NA,NA,NA,NA,NA,NA,53,0,0,0,"Otoe",0,0
"1390",2020-09-01,NA,NA,31133,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,"Pawnee",0,0
"1391",2020-09-01,NA,NA,31135,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,"Perkins",0,1
"1392",2020-09-01,NA,NA,31137,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,"Phelps",0,0
"1393",2020-09-01,NA,NA,31139,NA,NA,NA,NA,NA,NA,NA,50,6,0,0,"Pierce",0,1
"1394",2020-09-01,NA,NA,31143,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,"Polk",0,0
"1395",2020-09-01,NA,NA,31145,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,"Red Willow",0,0
"1396",2020-09-01,NA,NA,31147,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,"Richardson",0,1
"1397",2020-09-01,NA,NA,31149,NA,NA,NA,NA,NA,NA,NA,35,1,0,0,"Rock",0,0
"1398",2020-09-01,NA,NA,31151,NA,NA,NA,NA,NA,NA,NA,112,0,0,0,"Saline",0,0
"1399",2020-09-01,NA,NA,31159,NA,NA,NA,NA,NA,NA,NA,75,1,1,1,"Seward",0,1
"1400",2020-09-01,NA,NA,31161,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,"Sheridan",0,0
"1401",2020-09-01,NA,NA,31163,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,NA,NA,NA
"1402",2020-09-01,NA,NA,31165,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1403",2020-09-01,NA,NA,31167,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,NA,NA,NA
"1404",2020-09-01,NA,NA,31169,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,"Thayer",0,0
"1405",2020-09-01,NA,NA,31171,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"1406",2020-09-01,NA,NA,31173,NA,NA,NA,NA,NA,NA,NA,43,0,0,0,"Thurston",0,0
"1407",2020-09-01,NA,NA,31175,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,"Valley",0,0
"1408",2020-09-01,NA,NA,31179,NA,NA,NA,NA,NA,NA,NA,115,0,0,0,"Wayne",0,0
"1409",2020-09-01,NA,NA,31181,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA
"1410",2020-09-01,NA,NA,31183,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"1411",2020-09-01,NA,NA,31185,NA,NA,NA,NA,NA,NA,NA,69,2,0,0,"York",0,1
"1412",2020-10-01,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,96,0,0,0,"Antelope",14,0
"1413",2020-10-01,NA,NA,31005,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1414",2020-10-01,NA,NA,31007,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"1415",2020-10-01,NA,NA,31009,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"1416",2020-10-01,NA,NA,31011,NA,NA,NA,NA,NA,NA,NA,80,0,0,0,"Boone",11,0
"1417",2020-10-01,NA,NA,31013,NA,NA,NA,NA,NA,NA,NA,184,0,0,0,"Box Butte",12,0
"1418",2020-10-01,NA,NA,31015,NA,NA,NA,NA,NA,NA,NA,48,0,0,0,"Boyd",0,0
"1419",2020-10-01,NA,NA,31017,NA,NA,NA,NA,NA,NA,NA,44,0,0,0,"Brown",0,0
"1420",2020-10-01,NA,NA,31021,NA,NA,NA,NA,NA,NA,NA,70,1,0,0,"Burt",0,0
"1421",2020-10-01,NA,NA,31023,NA,NA,NA,NA,NA,NA,NA,175,1,0,0,"Butler",0,3
"1422",2020-10-01,NA,NA,31027,NA,NA,NA,NA,NA,NA,NA,70,0,1,2,NA,NA,NA
"1423",2020-10-01,NA,NA,31029,NA,NA,NA,NA,NA,NA,NA,136,0,1,1,"Chase",0,2
"1424",2020-10-01,NA,NA,31031,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,"Cherry",31,0
"1425",2020-10-01,NA,NA,31033,NA,NA,NA,NA,NA,NA,NA,86,1,0,0,"Cheyenne",0,0
"1426",2020-10-01,NA,NA,31035,NA,NA,NA,NA,NA,NA,NA,114,1,0,0,NA,NA,NA
"1427",2020-10-01,NA,NA,31037,NA,NA,NA,NA,NA,NA,NA,170,2,0,0,"Colfax",0,4
"1428",2020-10-01,NA,NA,31039,NA,NA,NA,NA,NA,NA,NA,163,3,3,3,"Cuming",15,2
"1429",2020-10-01,NA,NA,31041,NA,NA,NA,NA,NA,NA,NA,158,1,1,1,"Custer",26,1
"1430",2020-10-01,NA,NA,31045,NA,NA,NA,NA,NA,NA,NA,135,4,4,4,"Dawes",18,5
"1431",2020-10-01,NA,NA,31049,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
"1432",2020-10-01,NA,NA,31051,NA,NA,NA,NA,NA,NA,NA,74,0,2,2,NA,NA,NA
"1433",2020-10-01,NA,NA,31057,NA,NA,NA,NA,NA,NA,NA,17,0,1,1,"Dundy",0,1
"1434",2020-10-01,NA,NA,31059,NA,NA,NA,NA,NA,NA,NA,70,1,2,2,"Fillmore",0,2
"1435",2020-10-01,NA,NA,31061,NA,NA,NA,NA,NA,NA,NA,63,0,0,0,"Franklin",0,2
"1436",2020-10-01,NA,NA,31063,NA,NA,NA,NA,NA,NA,NA,36,0,1,1,NA,NA,NA
"1437",2020-10-01,NA,NA,31065,NA,NA,NA,NA,NA,NA,NA,67,1,1,1,"Furnas",0,1
"1438",2020-10-01,NA,NA,31069,NA,NA,NA,NA,NA,NA,NA,38,0,0,0,"Garden",0,0
"1439",2020-10-01,NA,NA,31071,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,NA,NA,NA
"1440",2020-10-01,NA,NA,31073,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,NA,NA,NA
"1441",2020-10-01,NA,NA,31075,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1442",2020-10-01,NA,NA,31077,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,NA,NA,NA
"1443",2020-10-01,NA,NA,31081,NA,NA,NA,NA,NA,NA,NA,108,0,0,1,"Hamilton",0,1
"1444",2020-10-01,NA,NA,31083,NA,NA,NA,NA,NA,NA,NA,41,0,1,1,"Harlan",0,0
"1445",2020-10-01,NA,NA,31085,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,NA,NA,NA
"1446",2020-10-01,NA,NA,31087,NA,NA,NA,NA,NA,NA,NA,46,0,0,0,NA,NA,NA
"1447",2020-10-01,NA,NA,31089,NA,NA,NA,NA,NA,NA,NA,235,4,3,3,"Holt",39,5
"1448",2020-10-01,NA,NA,31091,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
"1449",2020-10-01,NA,NA,31093,NA,NA,NA,NA,NA,NA,NA,68,0,1,1,"Howard",0,0
"1450",2020-10-01,NA,NA,31095,NA,NA,NA,NA,NA,NA,NA,70,0,0,0,"Jefferson",0,0
"1451",2020-10-01,NA,NA,31097,NA,NA,NA,NA,NA,NA,NA,49,0,1,2,"Johnson",0,1
"1452",2020-10-01,NA,NA,31099,NA,NA,NA,NA,NA,NA,NA,113,0,0,0,"Kearney",0,0
"1453",2020-10-01,NA,NA,31101,NA,NA,NA,NA,NA,NA,NA,54,0,1,1,"Keith",0,0
"1454",2020-10-01,NA,NA,31103,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1455",2020-10-01,NA,NA,31105,NA,NA,NA,NA,NA,NA,NA,48,0,0,0,"Kimball",0,0
"1456",2020-10-01,NA,NA,31107,NA,NA,NA,NA,NA,NA,NA,103,1,1,1,"Knox",17,2
"1457",2020-10-01,NA,NA,31113,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1458",2020-10-01,NA,NA,31115,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA
"1459",2020-10-01,NA,NA,31117,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"1460",2020-10-01,NA,NA,31121,NA,NA,NA,NA,NA,NA,NA,79,0,0,0,"Merrick",0,1
"1461",2020-10-01,NA,NA,31123,NA,NA,NA,NA,NA,NA,NA,53,0,0,0,"Morrill",17,0
"1462",2020-10-01,NA,NA,31125,NA,NA,NA,NA,NA,NA,NA,63,0,1,1,"Nance",0,0
"1463",2020-10-01,NA,NA,31127,NA,NA,NA,NA,NA,NA,NA,43,0,0,0,"Nemaha",0,0
"1464",2020-10-01,NA,NA,31129,NA,NA,NA,NA,NA,NA,NA,92,0,0,0,"Nuckolls",0,0
"1465",2020-10-01,NA,NA,31131,NA,NA,NA,NA,NA,NA,NA,167,0,0,0,"Otoe",14,0
"1466",2020-10-01,NA,NA,31133,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,"Pawnee",0,0
"1467",2020-10-01,NA,NA,31135,NA,NA,NA,NA,NA,NA,NA,17,0,1,1,"Perkins",0,0
"1468",2020-10-01,NA,NA,31137,NA,NA,NA,NA,NA,NA,NA,214,2,2,2,"Phelps",45,3
"1469",2020-10-01,NA,NA,31139,NA,NA,NA,NA,NA,NA,NA,116,1,4,4,"Pierce",0,6
"1470",2020-10-01,NA,NA,31143,NA,NA,NA,NA,NA,NA,NA,139,3,7,7,"Polk",13,8
"1471",2020-10-01,NA,NA,31145,NA,NA,NA,NA,NA,NA,NA,241,0,0,0,"Red Willow",22,0
"1472",2020-10-01,NA,NA,31147,NA,NA,NA,NA,NA,NA,NA,70,1,0,0,"Richardson",0,0
"1473",2020-10-01,NA,NA,31149,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,"Rock",0,0
"1474",2020-10-01,NA,NA,31151,NA,NA,NA,NA,NA,NA,NA,231,0,0,0,"Saline",0,0
"1475",2020-10-01,NA,NA,31159,NA,NA,NA,NA,NA,NA,NA,194,0,0,0,"Seward",0,0
"1476",2020-10-01,NA,NA,31161,NA,NA,NA,NA,NA,NA,NA,98,0,1,1,"Sheridan",0,1
"1477",2020-10-01,NA,NA,31163,NA,NA,NA,NA,NA,NA,NA,32,1,0,0,NA,NA,NA
"1478",2020-10-01,NA,NA,31165,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA
"1479",2020-10-01,NA,NA,31167,NA,NA,NA,NA,NA,NA,NA,44,0,0,0,NA,NA,NA
"1480",2020-10-01,NA,NA,31169,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,"Thayer",0,0
"1481",2020-10-01,NA,NA,31171,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,NA,NA,NA
"1482",2020-10-01,NA,NA,31173,NA,NA,NA,NA,NA,NA,NA,85,0,0,0,"Thurston",18,0
"1483",2020-10-01,NA,NA,31175,NA,NA,NA,NA,NA,NA,NA,51,1,0,0,"Valley",0,1
"1484",2020-10-01,NA,NA,31179,NA,NA,NA,NA,NA,NA,NA,204,1,1,1,"Wayne",0,3
"1485",2020-10-01,NA,NA,31181,NA,NA,NA,NA,NA,NA,NA,105,0,3,3,NA,NA,NA
"1486",2020-10-01,NA,NA,31183,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"1487",2020-10-01,NA,NA,31185,NA,NA,NA,NA,NA,NA,NA,369,0,0,0,"York",22,1
"1488",2020-11-01,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,158,0,2,3,"Antelope",0,4
"1489",2020-11-01,NA,NA,31005,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
"1490",2020-11-01,NA,NA,31007,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
"1491",2020-11-01,NA,NA,31009,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
"1492",2020-11-01,NA,NA,31011,NA,NA,NA,NA,NA,NA,NA,151,1,4,7,"Boone",38,4
"1493",2020-11-01,NA,NA,31013,NA,NA,NA,NA,NA,NA,NA,369,5,6,7,"Box Butte",44,6
"1494",2020-11-01,NA,NA,31015,NA,NA,NA,NA,NA,NA,NA,58,2,1,1,"Boyd",15,1
"1495",2020-11-01,NA,NA,31017,NA,NA,NA,NA,NA,NA,NA,82,1,0,0,"Brown",0,1
"1496",2020-11-01,NA,NA,31021,NA,NA,NA,NA,NA,NA,NA,281,0,2,2,"Burt",0,2
"1497",2020-11-01,NA,NA,31023,NA,NA,NA,NA,NA,NA,NA,282,3,1,1,"Butler",17,4
"1498",2020-11-01,NA,NA,31027,NA,NA,NA,NA,NA,NA,NA,238,2,5,5,NA,NA,NA
"1499",2020-11-01,NA,NA,31029,NA,NA,NA,NA,NA,NA,NA,106,3,2,3,"Chase",16,2
"1500",2020-11-01,NA,NA,31031,NA,NA,NA,NA,NA,NA,NA,109,0,1,1,"Cherry",33,2
"1501",2020-11-01,NA,NA,31033,NA,NA,NA,NA,NA,NA,NA,403,4,9,9,"Cheyenne",21,9
"1502",2020-11-01,NA,NA,31035,NA,NA,NA,NA,NA,NA,NA,200,3,0,0,NA,NA,NA
"1503",2020-11-01,NA,NA,31037,NA,NA,NA,NA,NA,NA,NA,351,5,2,3,"Colfax",0,4
"1504",2020-11-01,NA,NA,31039,NA,NA,NA,NA,NA,NA,NA,282,2,6,6,"Cuming",0,8
"1505",2020-11-01,NA,NA,31041,NA,NA,NA,NA,NA,NA,NA,233,6,2,3,"Custer",20,6
"1506",2020-11-01,NA,NA,31045,NA,NA,NA,NA,NA,NA,NA,199,9,12,12,"Dawes",28,9
"1507",2020-11-01,NA,NA,31049,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,NA,NA,NA
"1508",2020-11-01,NA,NA,31051,NA,NA,NA,NA,NA,NA,NA,237,2,2,2,NA,NA,NA
"1509",2020-11-01,NA,NA,31057,NA,NA,NA,NA,NA,NA,NA,34,1,2,2,"Dundy",0,2
"1510",2020-11-01,NA,NA,31059,NA,NA,NA,NA,NA,NA,NA,211,2,4,6,"Fillmore",14,5
"1511",2020-11-01,NA,NA,31061,NA,NA,NA,NA,NA,NA,NA,77,2,0,0,"Franklin",0,0
"1512",2020-11-01,NA,NA,31063,NA,NA,NA,NA,NA,NA,NA,69,1,0,0,NA,NA,NA
"1513",2020-11-01,NA,NA,31065,NA,NA,NA,NA,NA,NA,NA,161,0,0,0,"Furnas",61,1
"1514",2020-11-01,NA,NA,31069,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,"Garden",27,0
"1515",2020-11-01,NA,NA,31071,NA,NA,NA,NA,NA,NA,NA,71,3,0,4,NA,NA,NA
"1516",2020-11-01,NA,NA,31073,NA,NA,NA,NA,NA,NA,NA,45,1,0,0,NA,NA,NA
"1517",2020-11-01,NA,NA,31075,NA,NA,NA,NA,NA,NA,NA,14,1,0,0,NA,NA,NA
"1518",2020-11-01,NA,NA,31077,NA,NA,NA,NA,NA,NA,NA,77,0,0,0,NA,NA,NA
"1519",2020-11-01,NA,NA,31081,NA,NA,NA,NA,NA,NA,NA,302,1,1,1,"Hamilton",23,3
"1520",2020-11-01,NA,NA,31083,NA,NA,NA,NA,NA,NA,NA,73,0,0,0,"Harlan",0,0
"1521",2020-11-01,NA,NA,31085,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,NA,NA,NA
"1522",2020-11-01,NA,NA,31087,NA,NA,NA,NA,NA,NA,NA,47,1,0,0,NA,NA,NA
