"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","county_name","new_hosp","death"
"2781",2022-03-01,NA,NA,31175,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,"Valley",0,0
"2782",2022-03-01,NA,NA,31179,NA,NA,NA,NA,NA,NA,NA,112,0,0,0,"Wayne",0,0
"2783",2022-03-01,NA,NA,31181,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,"Webster",0,0
"2784",2022-03-01,NA,NA,31183,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2785",2022-03-01,NA,NA,31185,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,"York",0,0
"2786",2022-04-01,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,44,7,0,0,"Antelope",0,0
"2787",2022-04-01,NA,NA,31005,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2788",2022-04-01,NA,NA,31007,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,NA,NA,NA
"2789",2022-04-01,NA,NA,31009,NA,NA,NA,NA,NA,NA,NA,2,3,0,0,NA,NA,NA
"2790",2022-04-01,NA,NA,31011,NA,NA,NA,NA,NA,NA,NA,22,1,0,0,"Boone",0,0
"2791",2022-04-01,NA,NA,31013,NA,NA,NA,NA,NA,NA,NA,17,9,0,0,"Box Butte",0,0
"2792",2022-04-01,NA,NA,31015,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,"Boyd",0,0
"2793",2022-04-01,NA,NA,31017,NA,NA,NA,NA,NA,NA,NA,15,2,0,0,"Brown",0,0
"2794",2022-04-01,NA,NA,31021,NA,NA,NA,NA,NA,NA,NA,5,4,0,0,NA,NA,NA
"2795",2022-04-01,NA,NA,31023,NA,NA,NA,NA,NA,NA,NA,29,7,0,0,"Butler",0,0
"2796",2022-04-01,NA,NA,31027,NA,NA,NA,NA,NA,NA,NA,12,3,0,0,NA,NA,NA
"2797",2022-04-01,NA,NA,31029,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,"Chase",0,0
"2798",2022-04-01,NA,NA,31031,NA,NA,NA,NA,NA,NA,NA,-3,3,0,0,"Cherry",0,0
"2799",2022-04-01,NA,NA,31033,NA,NA,NA,NA,NA,NA,NA,19,8,0,0,"Cheyenne",0,0
"2800",2022-04-01,NA,NA,31035,NA,NA,NA,NA,NA,NA,NA,-1,13,0,0,NA,NA,NA
"2801",2022-04-01,NA,NA,31037,NA,NA,NA,NA,NA,NA,NA,4,6,0,0,"Colfax",0,0
"2802",2022-04-01,NA,NA,31039,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,"Cuming",0,0
"2803",2022-04-01,NA,NA,31041,NA,NA,NA,NA,NA,NA,NA,12,11,0,0,"Custer",0,0
"2804",2022-04-01,NA,NA,31045,NA,NA,NA,NA,NA,NA,NA,24,-1,0,0,"Dawes",0,0
"2805",2022-04-01,NA,NA,31047,NA,NA,NA,NA,NA,NA,NA,30,13,0,0,"Dawson",0,0
"2806",2022-04-01,NA,NA,31049,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA
"2807",2022-04-01,NA,NA,31051,NA,NA,NA,NA,NA,NA,NA,21,1,0,0,NA,NA,NA
"2808",2022-04-01,NA,NA,31057,NA,NA,NA,NA,NA,NA,NA,-1,2,0,0,"Dundy",0,0
"2809",2022-04-01,NA,NA,31059,NA,NA,NA,NA,NA,NA,NA,37,4,0,0,"Fillmore",0,0
"2810",2022-04-01,NA,NA,31061,NA,NA,NA,NA,NA,NA,NA,-1,8,0,0,"Franklin",0,0
"2811",2022-04-01,NA,NA,31063,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,NA,NA,NA
"2812",2022-04-01,NA,NA,31065,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,"Furnas",0,0
"2813",2022-04-01,NA,NA,31067,NA,NA,NA,NA,NA,NA,NA,14,25,0,0,"Gage",0,0
"2814",2022-04-01,NA,NA,31069,NA,NA,NA,NA,NA,NA,NA,3,-1,0,0,"Garden",0,0
"2815",2022-04-01,NA,NA,31071,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA
"2816",2022-04-01,NA,NA,31073,NA,NA,NA,NA,NA,NA,NA,9,2,0,0,NA,NA,NA
"2817",2022-04-01,NA,NA,31075,NA,NA,NA,NA,NA,NA,NA,-1,1,0,0,NA,NA,NA
"2818",2022-04-01,NA,NA,31077,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,NA,NA,NA
"2819",2022-04-01,NA,NA,31081,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,"Hamilton",0,0
"2820",2022-04-01,NA,NA,31083,NA,NA,NA,NA,NA,NA,NA,23,3,0,0,"Harlan",0,0
"2821",2022-04-01,NA,NA,31085,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,NA,NA,NA
"2822",2022-04-01,NA,NA,31087,NA,NA,NA,NA,NA,NA,NA,-1,3,0,0,NA,NA,NA
"2823",2022-04-01,NA,NA,31089,NA,NA,NA,NA,NA,NA,NA,13,4,0,0,"Holt",0,0
"2824",2022-04-01,NA,NA,31091,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,NA,NA,NA
"2825",2022-04-01,NA,NA,31093,NA,NA,NA,NA,NA,NA,NA,2,5,0,0,"Howard",0,0
"2826",2022-04-01,NA,NA,31095,NA,NA,NA,NA,NA,NA,NA,-2,6,0,0,"Jefferson",0,0
"2827",2022-04-01,NA,NA,31097,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,"Johnson",0,0
"2828",2022-04-01,NA,NA,31099,NA,NA,NA,NA,NA,NA,NA,37,4,0,0,"Kearney",0,0
"2829",2022-04-01,NA,NA,31101,NA,NA,NA,NA,NA,NA,NA,9,9,0,0,"Keith",0,0
"2830",2022-04-01,NA,NA,31103,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2831",2022-04-01,NA,NA,31105,NA,NA,NA,NA,NA,NA,NA,7,3,0,0,"Kimball",20,0
"2832",2022-04-01,NA,NA,31107,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,"Knox",0,0
"2833",2022-04-01,NA,NA,31113,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"2834",2022-04-01,NA,NA,31115,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
"2835",2022-04-01,NA,NA,31117,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2836",2022-04-01,NA,NA,31121,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,"Merrick",0,0
"2837",2022-04-01,NA,NA,31123,NA,NA,NA,NA,NA,NA,NA,13,13,0,0,"Morrill",0,0
"2838",2022-04-01,NA,NA,31125,NA,NA,NA,NA,NA,NA,NA,15,2,0,0,"Nance",0,0
"2839",2022-04-01,NA,NA,31127,NA,NA,NA,NA,NA,NA,NA,44,5,0,0,"Nemaha",0,0
"2840",2022-04-01,NA,NA,31129,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,"Nuckolls",0,0
"2841",2022-04-01,NA,NA,31131,NA,NA,NA,NA,NA,NA,NA,29,9,0,1,"Otoe",0,0
"2842",2022-04-01,NA,NA,31133,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,"Pawnee",0,0
"2843",2022-04-01,NA,NA,31135,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,"Perkins",0,0
"2844",2022-04-01,NA,NA,31137,NA,NA,NA,NA,NA,NA,NA,25,4,0,0,"Phelps",0,0
"2845",2022-04-01,NA,NA,31139,NA,NA,NA,NA,NA,NA,NA,16,1,0,0,"Pierce",0,0
"2846",2022-04-01,NA,NA,31143,NA,NA,NA,NA,NA,NA,NA,24,3,0,0,"Polk",0,0
"2847",2022-04-01,NA,NA,31145,NA,NA,NA,NA,NA,NA,NA,36,5,0,0,"Red Willow",0,0
"2848",2022-04-01,NA,NA,31147,NA,NA,NA,NA,NA,NA,NA,27,3,0,0,"Richardson",0,0
"2849",2022-04-01,NA,NA,31149,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,"Rock",0,0
"2850",2022-04-01,NA,NA,31151,NA,NA,NA,NA,NA,NA,NA,4,10,0,0,"Saline",0,0
"2851",2022-04-01,NA,NA,31159,NA,NA,NA,NA,NA,NA,NA,46,10,0,0,"Seward",0,0
"2852",2022-04-01,NA,NA,31161,NA,NA,NA,NA,NA,NA,NA,11,12,0,0,"Sheridan",0,0
"2853",2022-04-01,NA,NA,31163,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2854",2022-04-01,NA,NA,31165,NA,NA,NA,NA,NA,NA,NA,16,1,0,0,NA,NA,NA
"2855",2022-04-01,NA,NA,31167,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,NA,NA,NA
"2856",2022-04-01,NA,NA,31169,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,"Thayer",0,0
"2857",2022-04-01,NA,NA,31171,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA
"2858",2022-04-01,NA,NA,31173,NA,NA,NA,NA,NA,NA,NA,15,12,0,0,"Thurston",0,0
"2859",2022-04-01,NA,NA,31175,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,"Valley",13,0
"2860",2022-04-01,NA,NA,31179,NA,NA,NA,NA,NA,NA,NA,32,4,0,0,"Wayne",0,0
"2861",2022-04-01,NA,NA,31181,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,"Webster",0,0
"2862",2022-04-01,NA,NA,31183,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA
"2863",2022-04-01,NA,NA,31185,NA,NA,NA,NA,NA,NA,NA,29,10,0,0,"York",0,0
"2864",2022-05-01,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,"Antelope",0,0
"2865",2022-05-01,NA,NA,31005,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA
"2866",2022-05-01,NA,NA,31007,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2867",2022-05-01,NA,NA,31009,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2868",2022-05-01,NA,NA,31011,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,"Boone",0,1
"2869",2022-05-01,NA,NA,31013,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,"Box Butte",0,0
"2870",2022-05-01,NA,NA,31015,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Boyd",0,0
"2871",2022-05-01,NA,NA,31017,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Brown",0,0
"2872",2022-05-01,NA,NA,31021,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"2873",2022-05-01,NA,NA,31023,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Butler",0,0
"2874",2022-05-01,NA,NA,31027,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"2875",2022-05-01,NA,NA,31029,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,"Chase",0,0
"2876",2022-05-01,NA,NA,31031,NA,NA,NA,NA,NA,NA,NA,7,2,0,0,"Cherry",0,0
"2877",2022-05-01,NA,NA,31033,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Cheyenne",0,0
"2878",2022-05-01,NA,NA,31035,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,NA,NA,NA
"2879",2022-05-01,NA,NA,31037,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Colfax",0,0
"2880",2022-05-01,NA,NA,31039,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,"Cuming",0,0
"2881",2022-05-01,NA,NA,31041,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,"Custer",0,0
"2882",2022-05-01,NA,NA,31045,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Dawes",0,0
"2883",2022-05-01,NA,NA,31049,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,NA,NA,NA
"2884",2022-05-01,NA,NA,31051,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,NA,NA,NA
"2885",2022-05-01,NA,NA,31057,NA,NA,NA,NA,NA,NA,NA,-5,0,0,0,"Dundy",0,0
"2886",2022-05-01,NA,NA,31059,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Fillmore",0,0
"2887",2022-05-01,NA,NA,31061,NA,NA,NA,NA,NA,NA,NA,-1,1,0,0,"Franklin",0,0
"2888",2022-05-01,NA,NA,31063,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2889",2022-05-01,NA,NA,31065,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,"Furnas",11,0
"2890",2022-05-01,NA,NA,31069,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,"Garden",0,0
"2891",2022-05-01,NA,NA,31071,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA
"2892",2022-05-01,NA,NA,31073,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA
"2893",2022-05-01,NA,NA,31075,NA,NA,NA,NA,NA,NA,NA,-2,0,0,0,NA,NA,NA
"2894",2022-05-01,NA,NA,31077,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"2895",2022-05-01,NA,NA,31081,NA,NA,NA,NA,NA,NA,NA,47,0,0,0,"Hamilton",0,0
"2896",2022-05-01,NA,NA,31083,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Harlan",0,0
"2897",2022-05-01,NA,NA,31085,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2898",2022-05-01,NA,NA,31087,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
"2899",2022-05-01,NA,NA,31089,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,"Holt",0,0
"2900",2022-05-01,NA,NA,31091,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2901",2022-05-01,NA,NA,31093,NA,NA,NA,NA,NA,NA,NA,-1,0,1,1,"Howard",0,1
"2902",2022-05-01,NA,NA,31095,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,"Jefferson",0,0
"2903",2022-05-01,NA,NA,31097,NA,NA,NA,NA,NA,NA,NA,-2,0,0,0,"Johnson",0,0
"2904",2022-05-01,NA,NA,31099,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,"Kearney",0,2
"2905",2022-05-01,NA,NA,31101,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"Keith",0,0
"2906",2022-05-01,NA,NA,31103,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2907",2022-05-01,NA,NA,31105,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Kimball",0,0
"2908",2022-05-01,NA,NA,31107,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Knox",0,0
"2909",2022-05-01,NA,NA,31113,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2910",2022-05-01,NA,NA,31115,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2911",2022-05-01,NA,NA,31117,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2912",2022-05-01,NA,NA,31121,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,"Merrick",0,0
"2913",2022-05-01,NA,NA,31123,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,"Morrill",0,0
"2914",2022-05-01,NA,NA,31125,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Nance",0,0
"2915",2022-05-01,NA,NA,31127,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Nemaha",0,0
"2916",2022-05-01,NA,NA,31129,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,"Nuckolls",0,0
"2917",2022-05-01,NA,NA,31131,NA,NA,NA,NA,NA,NA,NA,13,1,0,0,"Otoe",0,0
"2918",2022-05-01,NA,NA,31133,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Pawnee",0,0
"2919",2022-05-01,NA,NA,31135,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Perkins",0,0
"2920",2022-05-01,NA,NA,31137,NA,NA,NA,NA,NA,NA,NA,-2,0,0,0,"Phelps",0,0
"2921",2022-05-01,NA,NA,31139,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Pierce",0,0
"2922",2022-05-01,NA,NA,31143,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Polk",0,0
"2923",2022-05-01,NA,NA,31145,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Red Willow",0,0
"2924",2022-05-01,NA,NA,31147,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,"Richardson",0,0
"2925",2022-05-01,NA,NA,31149,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Rock",0,0
"2926",2022-05-01,NA,NA,31151,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,"Saline",0,0
"2927",2022-05-01,NA,NA,31159,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Seward",0,0
"2928",2022-05-01,NA,NA,31161,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Sheridan",0,0
"2929",2022-05-01,NA,NA,31163,NA,NA,NA,NA,NA,NA,NA,-3,0,0,0,NA,NA,NA
"2930",2022-05-01,NA,NA,31165,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2931",2022-05-01,NA,NA,31167,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,NA,NA,NA
"2932",2022-05-01,NA,NA,31169,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Thayer",0,0
"2933",2022-05-01,NA,NA,31171,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"2934",2022-05-01,NA,NA,31173,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,"Thurston",0,0
"2935",2022-05-01,NA,NA,31175,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,"Valley",0,0
"2936",2022-05-01,NA,NA,31179,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,"Wayne",0,0
"2937",2022-05-01,NA,NA,31181,NA,NA,NA,NA,NA,NA,NA,-2,1,0,0,"Webster",0,0
"2938",2022-05-01,NA,NA,31183,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2939",2022-05-01,NA,NA,31185,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"York",0,0
"2940",2022-06-01,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,-8,0,0,0,"Antelope",0,0
"2941",2022-06-01,NA,NA,31005,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2942",2022-06-01,NA,NA,31007,NA,NA,NA,NA,NA,NA,NA,-6,0,0,0,NA,NA,NA
"2943",2022-06-01,NA,NA,31009,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,NA,NA,NA
"2944",2022-06-01,NA,NA,31011,NA,NA,NA,NA,NA,NA,NA,-16,0,0,0,"Boone",0,0
"2945",2022-06-01,NA,NA,31013,NA,NA,NA,NA,NA,NA,NA,-63,0,0,0,"Box Butte",0,0
"2946",2022-06-01,NA,NA,31015,NA,NA,NA,NA,NA,NA,NA,4,-1,0,0,"Boyd",0,0
"2947",2022-06-01,NA,NA,31017,NA,NA,NA,NA,NA,NA,NA,37,-1,0,0,"Brown",0,0
"2948",2022-06-01,NA,NA,31021,NA,NA,NA,NA,NA,NA,NA,-6,1,0,0,NA,NA,NA
"2949",2022-06-01,NA,NA,31023,NA,NA,NA,NA,NA,NA,NA,46,0,0,0,"Butler",0,0
"2950",2022-06-01,NA,NA,31027,NA,NA,NA,NA,NA,NA,NA,-19,-1,0,0,NA,NA,NA
"2951",2022-06-01,NA,NA,31029,NA,NA,NA,NA,NA,NA,NA,30,0,0,1,"Chase",0,0
"2952",2022-06-01,NA,NA,31031,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,"Cherry",0,0
"2953",2022-06-01,NA,NA,31033,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,"Cheyenne",0,0
"2954",2022-06-01,NA,NA,31035,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,NA,NA,NA
"2955",2022-06-01,NA,NA,31037,NA,NA,NA,NA,NA,NA,NA,-21,1,0,0,"Colfax",0,0
"2956",2022-06-01,NA,NA,31039,NA,NA,NA,NA,NA,NA,NA,20,-1,0,0,"Cuming",0,0
"2957",2022-06-01,NA,NA,31041,NA,NA,NA,NA,NA,NA,NA,29,0,0,0,"Custer",14,0
"2958",2022-06-01,NA,NA,31045,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,"Dawes",0,0
"2959",2022-06-01,NA,NA,31049,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"2960",2022-06-01,NA,NA,31051,NA,NA,NA,NA,NA,NA,NA,16,0,1,1,NA,NA,NA
"2961",2022-06-01,NA,NA,31057,NA,NA,NA,NA,NA,NA,NA,-4,0,0,0,"Dundy",0,0
"2962",2022-06-01,NA,NA,31059,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Fillmore",0,0
"2963",2022-06-01,NA,NA,31061,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Franklin",0,0
"2964",2022-06-01,NA,NA,31063,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,NA,NA,NA
"2965",2022-06-01,NA,NA,31065,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,"Furnas",0,0
"2966",2022-06-01,NA,NA,31069,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,"Garden",0,0
"2967",2022-06-01,NA,NA,31071,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,NA
"2968",2022-06-01,NA,NA,31073,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,NA,NA,NA
"2969",2022-06-01,NA,NA,31075,NA,NA,NA,NA,NA,NA,NA,-4,1,0,0,NA,NA,NA
"2970",2022-06-01,NA,NA,31077,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,NA,NA,NA
"2971",2022-06-01,NA,NA,31081,NA,NA,NA,NA,NA,NA,NA,61,1,1,1,"Hamilton",0,1
"2972",2022-06-01,NA,NA,31083,NA,NA,NA,NA,NA,NA,NA,-46,0,0,0,"Harlan",0,0
"2973",2022-06-01,NA,NA,31085,NA,NA,NA,NA,NA,NA,NA,-13,0,0,0,NA,NA,NA
"2974",2022-06-01,NA,NA,31087,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,NA,NA,NA
"2975",2022-06-01,NA,NA,31089,NA,NA,NA,NA,NA,NA,NA,57,0,0,0,"Holt",0,0
"2976",2022-06-01,NA,NA,31091,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,NA,NA,NA
"2977",2022-06-01,NA,NA,31093,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,"Howard",0,0
"2978",2022-06-01,NA,NA,31095,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,"Jefferson",0,0
"2979",2022-06-01,NA,NA,31097,NA,NA,NA,NA,NA,NA,NA,-13,0,0,0,"Johnson",0,0
"2980",2022-06-01,NA,NA,31099,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,"Kearney",0,0
"2981",2022-06-01,NA,NA,31101,NA,NA,NA,NA,NA,NA,NA,19,0,1,1,"Keith",0,1
"2982",2022-06-01,NA,NA,31103,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"2983",2022-06-01,NA,NA,31105,NA,NA,NA,NA,NA,NA,NA,-22,-3,0,0,"Kimball",0,0
"2984",2022-06-01,NA,NA,31107,NA,NA,NA,NA,NA,NA,NA,2,-1,0,0,"Knox",0,0
"2985",2022-06-01,NA,NA,31113,NA,NA,NA,NA,NA,NA,NA,-9,0,0,0,NA,NA,NA
"2986",2022-06-01,NA,NA,31115,NA,NA,NA,NA,NA,NA,NA,-17,0,0,0,NA,NA,NA
"2987",2022-06-01,NA,NA,31117,NA,NA,NA,NA,NA,NA,NA,-4,0,0,0,NA,NA,NA
"2988",2022-06-01,NA,NA,31121,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,"Merrick",0,0
"2989",2022-06-01,NA,NA,31123,NA,NA,NA,NA,NA,NA,NA,-97,0,0,0,"Morrill",11,0
"2990",2022-06-01,NA,NA,31125,NA,NA,NA,NA,NA,NA,NA,-24,0,0,0,"Nance",0,1
"2991",2022-06-01,NA,NA,31127,NA,NA,NA,NA,NA,NA,NA,-165,0,0,0,"Nemaha",0,0
"2992",2022-06-01,NA,NA,31129,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,"Nuckolls",0,0
"2993",2022-06-01,NA,NA,31131,NA,NA,NA,NA,NA,NA,NA,70,0,0,0,"Otoe",0,0
"2994",2022-06-01,NA,NA,31133,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,"Pawnee",0,0
"2995",2022-06-01,NA,NA,31135,NA,NA,NA,NA,NA,NA,NA,-5,0,0,0,"Perkins",0,0
"2996",2022-06-01,NA,NA,31137,NA,NA,NA,NA,NA,NA,NA,34,0,0,1,"Phelps",0,0
"2997",2022-06-01,NA,NA,31139,NA,NA,NA,NA,NA,NA,NA,-22,0,0,0,"Pierce",0,0
"2998",2022-06-01,NA,NA,31143,NA,NA,NA,NA,NA,NA,NA,-30,0,0,0,"Polk",0,0
"2999",2022-06-01,NA,NA,31145,NA,NA,NA,NA,NA,NA,NA,13,0,1,1,"Red Willow",0,1
"3000",2022-06-01,NA,NA,31147,NA,NA,NA,NA,NA,NA,NA,-34,0,0,0,"Richardson",0,0
"3001",2022-06-01,NA,NA,31149,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"Rock",0,0
"3002",2022-06-01,NA,NA,31151,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,"Saline",0,0
"3003",2022-06-01,NA,NA,31159,NA,NA,NA,NA,NA,NA,NA,23,1,1,1,"Seward",0,1
"3004",2022-06-01,NA,NA,31161,NA,NA,NA,NA,NA,NA,NA,-18,-1,0,0,"Sheridan",0,0
"3005",2022-06-01,NA,NA,31163,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,NA,NA,NA
"3006",2022-06-01,NA,NA,31165,NA,NA,NA,NA,NA,NA,NA,-11,0,0,0,NA,NA,NA
"3007",2022-06-01,NA,NA,31167,NA,NA,NA,NA,NA,NA,NA,-116,0,0,0,NA,NA,NA
"3008",2022-06-01,NA,NA,31169,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,"Thayer",0,0
"3009",2022-06-01,NA,NA,31171,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA
"3010",2022-06-01,NA,NA,31173,NA,NA,NA,NA,NA,NA,NA,-36,0,0,0,"Thurston",0,0
"3011",2022-06-01,NA,NA,31175,NA,NA,NA,NA,NA,NA,NA,8,0,2,2,"Valley",0,0
"3012",2022-06-01,NA,NA,31179,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,"Wayne",0,1
"3013",2022-06-01,NA,NA,31181,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,"Webster",0,0
"3014",2022-06-01,NA,NA,31183,NA,NA,NA,NA,NA,NA,NA,-3,0,NA,NA,NA,NA,NA
"3015",2022-06-01,NA,NA,31185,NA,NA,NA,NA,NA,NA,NA,71,0,1,1,"York",0,0
"3016",2022-07-01,NA,NA,31003,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Antelope",0,1
