"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_primary","new_hosp_incidental","new_hosp_total","new_death_total"
"1487",2022-03-01,"NY","OTSEGO",36077,268,8,239,21,0,268,0,242,0,3,5,22,1,23,2
"1488",2022-03-01,"NY","PUTNAM",36079,335,6,202,127,0,335,0,266,0,1,1,7,1,8,1
"1489",2022-03-01,"NY","QUEENS",36081,5955,274,93,5588,0,0,5955,5391,95,16,38,253,52,305,23
"1490",2022-03-01,"NY","RENSSELAER",36083,359,1,23,335,0,359,0,479,4,9,10,12,0,12,4
"1491",2022-03-01,"NY","RICHMOND",36085,1547,86,23,1438,0,0,1547,1430,33,11,20,61,21,82,11
"1492",2022-03-01,"NY","ROCKLAND",36087,830,30,234,566,0,779,51,960,1,1,3,34,1,35,3
"1493",2022-03-01,"NY","SARATOGA",36091,621,16,219,386,0,621,0,887,7,1,1,25,0,25,0
"1494",2022-03-01,"NY","SCHENECTADY",36093,623,11,468,144,0,622,1,520,2,3,6,32,4,36,2
"1495",2022-03-01,"NY","SCHOHARIE",36095,133,3,106,24,0,133,0,88,1,1,1,1,0,1,1
"1496",2022-03-01,"NY","SENECA",36099,204,4,136,64,0,204,0,167,0,0,0,NA,NA,NA,0
"1497",2022-03-01,"NY","ST. LAWRENCE",36089,655,45,298,312,0,651,4,669,7,9,10,37,17,54,8
"1498",2022-03-01,"NY","STEUBEN",36101,360,7,220,133,0,356,4,352,9,4,4,24,1,25,4
"1499",2022-03-01,"NY","SUFFOLK",36103,2937,58,1635,1244,0,2929,8,3239,25,23,45,267,37,304,22
"1500",2022-03-01,"NY","SULLIVAN",36105,196,10,112,74,0,185,11,165,4,3,4,6,1,7,1
"1501",2022-03-01,"NY","TIOGA",36107,236,7,153,76,0,225,11,206,0,0,2,NA,NA,NA,0
"1502",2022-03-01,"NY","TOMPKINS",36109,1320,8,877,435,0,1317,3,1205,2,4,7,22,2,24,3
"1503",2022-03-01,"NY","ULSTER",36111,835,31,422,382,0,834,1,801,1,2,5,18,1,19,0
"1504",2022-03-01,"NY","WARREN",36113,457,8,338,111,0,457,0,291,3,6,8,46,0,46,6
"1505",2022-03-01,"NY","WASHINGTON",36115,318,16,229,73,0,318,0,195,1,0,0,NA,NA,NA,0
"1506",2022-03-01,"NY","WAYNE",36117,426,12,326,88,0,424,2,272,4,1,2,9,28,37,1
"1507",2022-03-01,"NY","WESTCHESTER",36119,4027,39,2484,1504,0,3981,46,3657,16,11,20,182,11,193,15
"1508",2022-03-01,"NY","WYOMING",36121,53,0,29,24,0,53,0,47,0,0,0,5,0,5,0
"1509",2022-03-01,"NY","YATES",36123,31,2,19,10,0,20,11,78,0,0,0,4,0,4,0
"1510",2022-04-01,"NY","ALBANY",36001,3293,65,1709,1519,0,3278,15,2762,11,9,11,233,10,243,13
"1511",2022-04-01,"NY","ALLEGANY",36003,280,4,44,232,0,279,1,186,0,0,0,5,1,6,0
"1512",2022-04-01,"NY","BRONX",36005,6196,367,13,5816,0,0,6196,5610,11,7,16,147,83,230,10
"1513",2022-04-01,"NY","BROOME",36007,3453,96,1393,1964,0,3447,6,2733,6,7,10,94,150,244,6
"1514",2022-04-01,"NY","CATTARAUGUS",36009,560,15,121,424,0,559,1,424,1,0,1,19,0,19,1
"1515",2022-04-01,"NY","CAYUGA",36011,1153,54,560,539,0,1149,4,899,6,3,4,43,2,45,7
"1516",2022-04-01,"NY","CHAUTAUQUA",36013,638,5,159,474,0,638,0,447,2,0,1,16,4,20,2
"1517",2022-04-01,"NY","CHEMUNG",36015,912,30,509,373,0,909,3,835,1,5,5,60,2,62,2
"1518",2022-04-01,"NY","CHENANGO",36017,382,9,148,225,0,381,1,372,2,1,1,9,1,10,0
"1519",2022-04-01,"NY","CLINTON",36019,829,36,543,250,0,825,4,867,2,2,5,21,26,47,2
"1520",2022-04-01,"NY","COLUMBIA",36021,514,13,351,150,0,513,1,430,0,3,3,19,0,19,3
"1521",2022-04-01,"NY","CORTLAND",36023,792,9,346,437,0,791,1,590,3,2,2,25,2,27,2
"1522",2022-04-01,"NY","DELAWARE",36025,364,9,256,99,0,364,0,382,4,3,3,7,2,9,2
"1523",2022-04-01,"NY","DUTCHESS",36027,1921,20,1051,850,0,1920,1,1815,2,5,6,97,7,104,2
"1524",2022-04-01,"NY","ERIE",36029,14077,81,3561,10435,27,14033,17,11375,19,28,38,193,234,427,27
"1525",2022-04-01,"NY","ESSEX",36031,271,2,134,135,0,271,0,301,2,2,4,8,0,8,2
"1526",2022-04-01,"NY","FRANKLIN",36033,626,2,160,464,0,625,1,381,1,0,0,13,4,17,0
"1527",2022-04-01,"NY","FULTON",36035,654,14,448,192,0,652,2,589,2,2,3,16,0,16,1
"1528",2022-04-01,"NY","GENESEE",36037,554,15,322,217,0,554,0,458,2,0,0,5,21,26,0
"1529",2022-04-01,"NY","GREENE",36039,508,25,298,185,0,504,4,297,4,0,1,NA,NA,NA,0
"1530",2022-04-01,"NY","HERKIMER",36043,839,10,477,352,0,839,0,756,1,0,1,4,1,5,0
"1531",2022-04-01,"NY","JEFFERSON",36045,803,49,424,330,0,802,1,860,2,2,3,56,3,59,1
"1532",2022-04-01,"NY","KINGS",36047,19836,569,67,19200,0,16,19820,18295,44,18,31,254,184,438,28
"1533",2022-04-01,"NY","LEWIS",36049,136,0,22,114,0,136,0,174,0,1,1,9,0,9,1
"1534",2022-04-01,"NY","LIVINGSTON",36051,587,21,193,373,0,585,2,457,1,1,1,4,15,19,0
"1535",2022-04-01,"NY","MADISON",36053,942,5,303,634,0,942,0,914,2,4,4,40,0,40,3
"1536",2022-04-01,"NY","MONROE",36055,12864,172,3525,9167,29,12826,9,8344,20,21,29,461,357,818,26
"1537",2022-04-01,"NY","MONTGOMERY",36057,324,4,168,152,0,324,0,368,1,1,1,19,1,20,1
"1538",2022-04-01,"NY","NASSAU",36059,11809,114,3350,8345,0,11804,5,13358,18,20,25,312,192,504,21
"1539",2022-04-01,"NY","NEW YORK",36061,21466,448,100,20918,0,26,21440,20869,16,15,27,472,298,770,32
"1540",2022-04-01,"NY","NIAGARA",36063,2283,18,601,1664,0,2280,3,1852,9,3,8,19,12,31,3
"1541",2022-04-01,"NY","ONEIDA",36065,3432,33,723,2676,0,3424,8,3703,14,9,15,135,27,162,10
"1542",2022-04-01,"NY","ONONDAGA",36067,7921,32,2416,5473,0,7919,2,7216,22,16,26,431,19,450,26
"1543",2022-04-01,"NY","ONTARIO",36069,1587,39,681,867,0,1587,0,1200,3,2,4,101,16,117,6
"1544",2022-04-01,"NY","ORANGE",36071,3178,45,1825,1308,0,3173,5,2906,10,7,11,127,29,156,8
"1545",2022-04-01,"NY","ORLEANS",36073,306,4,175,127,0,306,0,320,0,0,2,0,5,5,0
"1546",2022-04-01,"NY","OSWEGO",36075,2732,72,1233,1427,0,2724,8,2186,6,3,5,37,3,40,3
"1547",2022-04-01,"NY","OTSEGO",36077,459,9,354,96,0,458,1,508,0,1,2,37,0,37,0
"1548",2022-04-01,"NY","PUTNAM",36079,910,15,521,374,0,908,2,775,1,0,0,11,2,13,1
"1549",2022-04-01,"NY","QUEENS",36081,16751,486,26,16239,0,0,16751,15130,30,17,28,272,77,349,24
"1550",2022-04-01,"NY","RENSSELAER",36083,1337,0,22,1315,0,1335,2,1531,4,4,6,55,3,58,5
"1551",2022-04-01,"NY","RICHMOND",36085,4142,147,21,3974,0,0,4142,3822,14,7,16,84,26,110,8
"1552",2022-04-01,"NY","ROCKLAND",36087,1844,53,201,1590,0,1838,6,2341,2,1,2,57,2,59,2
"1553",2022-04-01,"NY","SARATOGA",36091,1724,14,556,1154,0,1723,1,2358,5,4,6,81,2,83,3
"1554",2022-04-01,"NY","SCHENECTADY",36093,1644,12,841,791,0,1642,2,1379,4,7,8,57,4,61,6
"1555",2022-04-01,"NY","SCHOHARIE",36095,304,6,224,74,0,303,1,227,1,1,1,5,0,5,1
"1556",2022-04-01,"NY","SENECA",36099,323,8,202,113,0,322,1,356,2,1,2,NA,NA,NA,0
"1557",2022-04-01,"NY","ST. LAWRENCE",36089,1007,70,468,469,0,1004,3,1040,6,6,7,58,32,90,6
"1558",2022-04-01,"NY","STEUBEN",36101,863,10,368,485,0,861,2,783,3,3,7,36,2,38,3
"1559",2022-04-01,"NY","SUFFOLK",36103,8778,102,3917,4759,0,8762,16,10722,19,17,33,387,46,433,20
"1560",2022-04-01,"NY","SULLIVAN",36105,529,10,299,220,0,527,2,549,1,3,4,14,3,17,1
"1561",2022-04-01,"NY","TIOGA",36107,759,9,340,410,0,748,11,672,1,1,1,NA,NA,NA,0
"1562",2022-04-01,"NY","TOMPKINS",36109,1634,3,791,840,0,1632,2,1733,0,0,0,36,3,39,1
"1563",2022-04-01,"NY","ULSTER",36111,1906,45,958,903,0,1890,16,1362,3,2,4,43,0,43,3
"1564",2022-04-01,"NY","WARREN",36113,1089,11,607,471,0,1088,1,673,3,1,2,50,1,51,4
"1565",2022-04-01,"NY","WASHINGTON",36115,706,18,444,244,0,693,13,446,0,0,0,NA,NA,NA,0
"1566",2022-04-01,"NY","WAYNE",36117,1259,24,762,473,0,1259,0,907,3,7,7,9,43,52,2
"1567",2022-04-01,"NY","WESTCHESTER",36119,9681,92,5181,4408,0,9667,14,8844,13,12,18,321,41,362,12
"1568",2022-04-01,"NY","WYOMING",36121,378,0,14,364,0,378,0,256,2,0,1,8,0,8,0
"1569",2022-04-01,"NY","YATES",36123,113,2,48,63,0,113,0,225,1,0,0,5,1,6,0
"1570",2022-05-01,"NY","ALBANY",36001,4584,0,0,4584,0,4584,0,4307,16,19,30,371,24,395,23
"1571",2022-05-01,"NY","ALLEGANY",36003,664,13,15,636,0,653,11,391,2,0,0,20,0,20,0
"1572",2022-05-01,"NY","BRONX",36005,14746,663,56,14027,0,0,14746,14502,33,12,26,334,176,510,13
"1573",2022-05-01,"NY","BROOME",36007,3723,88,974,2661,0,3714,9,2577,13,14,31,75,239,314,16
"1574",2022-05-01,"NY","CATTARAUGUS",36009,978,36,14,928,0,974,4,761,2,4,5,40,6,46,4
"1575",2022-05-01,"NY","CAYUGA",36011,579,27,0,552,0,576,3,567,5,3,4,33,6,39,3
"1576",2022-05-01,"NY","CHAUTAUQUA",36013,1629,0,0,1629,0,1628,1,1472,3,4,4,71,12,83,3
"1577",2022-05-01,"NY","CHEMUNG",36015,1067,36,65,966,0,1064,3,990,3,4,6,85,8,93,5
"1578",2022-05-01,"NY","CHENANGO",36017,536,0,3,533,0,535,1,468,3,2,2,9,0,9,1
"1579",2022-05-01,"NY","CLINTON",36019,1031,46,169,816,0,1029,2,1078,3,2,2,28,73,101,5
"1580",2022-05-01,"NY","COLUMBIA",36021,819,27,428,364,0,807,12,755,3,5,6,36,9,45,6
"1581",2022-05-01,"NY","CORTLAND",36023,452,0,0,452,0,452,0,392,4,3,4,26,4,30,4
"1582",2022-05-01,"NY","DELAWARE",36025,477,0,49,428,0,477,0,464,2,0,1,4,2,6,0
"1583",2022-05-01,"NY","DUTCHESS",36027,3329,19,616,2694,0,3326,3,3613,4,6,8,219,10,229,7
"1584",2022-05-01,"NY","ERIE",36029,16111,22,1291,14798,39,16049,23,14624,45,51,79,456,432,888,50
"1585",2022-05-01,"NY","ESSEX",36031,403,8,12,383,0,403,0,399,2,0,2,12,0,12,1
"1586",2022-05-01,"NY","FRANKLIN",36033,697,1,77,619,0,697,0,461,2,1,1,25,6,31,1
"1587",2022-05-01,"NY","FULTON",36035,703,20,340,343,0,701,2,646,2,3,4,15,0,15,1
"1588",2022-05-01,"NY","GENESEE",36037,647,1,1,645,0,647,0,641,5,3,4,16,43,59,4
"1589",2022-05-01,"NY","GREENE",36039,521,31,141,349,0,521,0,423,3,0,1,NA,NA,NA,0
"1590",2022-05-01,"NY","HERKIMER",36043,731,9,28,694,0,731,0,593,5,0,1,8,0,8,0
"1591",2022-05-01,"NY","JEFFERSON",36045,1117,33,0,1084,0,1117,0,1209,3,0,1,72,1,73,0
"1592",2022-05-01,"NY","KINGS",36047,36296,1092,101,35103,42,28,36226,37667,68,36,53,539,360,899,51
"1593",2022-05-01,"NY","LEWIS",36049,218,0,3,215,0,218,0,227,0,1,1,18,0,18,1
"1594",2022-05-01,"NY","LIVINGSTON",36051,575,18,70,487,0,572,3,560,4,3,4,1,29,30,3
"1595",2022-05-01,"NY","MADISON",36053,606,0,0,606,0,606,0,577,1,2,2,35,3,38,1
"1596",2022-05-01,"NY","MONROE",36055,8322,0,0,8322,23,8278,21,8018,32,39,52,664,434,1098,52
"1597",2022-05-01,"NY","MONTGOMERY",36057,529,0,0,529,0,529,0,599,2,1,1,32,1,33,1
"1598",2022-05-01,"NY","NASSAU",36059,21460,61,0,21399,0,21452,8,24268,29,28,43,691,335,1026,37
"1599",2022-05-01,"NY","NEW YORK",36061,29291,724,84,28483,0,50,29241,27466,35,32,45,832,480,1312,40
"1600",2022-05-01,"NY","NIAGARA",36063,3141,23,437,2681,0,3139,2,2957,11,10,14,41,30,71,10
"1601",2022-05-01,"NY","ONEIDA",36065,3003,0,0,3003,0,3002,1,2765,18,21,29,160,26,186,21
"1602",2022-05-01,"NY","ONONDAGA",36067,3946,0,0,3946,0,3944,2,4306,22,18,29,344,15,359,32
"1603",2022-05-01,"NY","ONTARIO",36069,1077,0,0,1077,0,1075,2,1029,10,4,6,112,14,126,8
"1604",2022-05-01,"NY","ORANGE",36071,5814,37,1308,4469,0,5812,2,1388,3,11,13,229,5,234,9
"1605",2022-05-01,"NY","ORLEANS",36073,413,0,0,413,0,412,1,420,6,5,7,7,1,8,4
"1606",2022-05-01,"NY","OSWEGO",36075,1400,30,0,1370,0,1397,3,1102,7,2,5,32,2,34,4
"1607",2022-05-01,"NY","OTSEGO",36077,672,12,94,566,0,672,0,679,4,10,10,54,3,57,10
"1608",2022-05-01,"NY","PUTNAM",36079,1563,15,171,1377,0,1551,12,1376,3,1,1,24,0,24,1
"1609",2022-05-01,"NY","QUEENS",36081,34691,940,37,33714,14,13,34664,33359,57,22,33,714,113,827,32
"1610",2022-05-01,"NY","RENSSELAER",36083,2315,0,1,2314,0,2314,1,2295,13,11,18,78,2,80,11
"1611",2022-05-01,"NY","RICHMOND",36085,8871,311,12,8548,0,0,8871,8883,17,10,16,192,59,251,9
"1612",2022-05-01,"NY","ROCKLAND",36087,2943,111,137,2695,0,2933,10,4048,10,12,17,153,10,163,10
"1613",2022-05-01,"NY","SARATOGA",36091,2321,0,13,2308,0,2320,1,3508,14,5,10,100,21,121,11
"1614",2022-05-01,"NY","SCHENECTADY",36093,2780,3,0,2777,0,2777,3,2575,9,12,16,97,11,108,8
"1615",2022-05-01,"NY","SCHOHARIE",36095,435,2,167,266,0,434,1,286,0,0,0,7,0,7,0
"1616",2022-05-01,"NY","SENECA",36099,144,0,0,144,0,144,0,231,1,1,1,NA,NA,NA,0
"1617",2022-05-01,"NY","ST. LAWRENCE",36089,775,39,150,586,0,771,4,716,6,4,5,73,6,79,5
"1618",2022-05-01,"NY","STEUBEN",36101,1297,0,0,1297,0,1296,1,1179,6,6,8,40,0,40,5
"1619",2022-05-01,"NY","SUFFOLK",36103,18538,47,209,18282,0,18520,18,22371,52,46,65,924,119,1043,51
"1620",2022-05-01,"NY","SULLIVAN",36105,1142,1,0,1141,0,1141,1,983,1,1,3,33,3,36,1
"1621",2022-05-01,"NY","TIOGA",36107,690,0,0,690,0,690,0,646,2,0,0,NA,NA,NA,0
"1622",2022-05-01,"NY","TOMPKINS",36109,1804,0,0,1804,0,1804,0,1710,2,3,5,45,1,46,3
"1623",2022-05-01,"NY","ULSTER",36111,2663,51,765,1847,0,2660,3,2026,5,5,6,58,2,60,1
"1624",2022-05-01,"NY","WARREN",36113,1563,1,3,1559,0,1562,1,1174,1,5,6,126,9,135,5
"1625",2022-05-01,"NY","WASHINGTON",36115,1239,39,346,854,0,1238,1,853,3,2,4,NA,NA,NA,1
"1626",2022-05-01,"NY","WAYNE",36117,552,25,93,434,0,546,6,806,5,2,4,14,32,46,3
"1627",2022-05-01,"NY","WESTCHESTER",36119,15944,94,4144,11706,0,15936,8,14376,14,16,28,552,68,620,22
"1628",2022-05-01,"NY","WYOMING",36121,479,0,0,479,0,479,0,395,1,3,4,23,6,29,1
"1629",2022-05-01,"NY","YATES",36123,89,0,0,89,0,89,0,196,0,1,2,3,0,3,0
"1630",2022-06-01,"NY","ALBANY",36001,1631,0,0,1631,0,1631,0,1642,6,11,15,175,7,182,17
"1631",2022-06-01,"NY","ALLEGANY",36003,161,5,2,154,0,161,0,134,0,1,1,6,1,7,0
"1632",2022-06-01,"NY","BRONX",36005,13952,798,19,13135,0,0,13952,13335,51,8,25,340,192,532,14
"1633",2022-06-01,"NY","BROOME",36007,849,43,182,624,0,848,1,637,2,8,12,35,105,140,4
"1634",2022-06-01,"NY","CATTARAUGUS",36009,341,16,1,324,0,339,2,289,3,2,2,23,0,23,2
"1635",2022-06-01,"NY","CAYUGA",36011,190,2,0,188,0,188,2,173,4,1,2,15,2,17,2
"1636",2022-06-01,"NY","CHAUTAUQUA",36013,414,0,0,414,0,414,0,411,2,3,5,25,2,27,2
"1637",2022-06-01,"NY","CHEMUNG",36015,347,17,3,327,0,345,2,334,4,1,1,49,3,52,3
"1638",2022-06-01,"NY","CHENANGO",36017,149,0,0,149,0,137,12,153,1,0,1,2,0,2,1
"1639",2022-06-01,"NY","CLINTON",36019,409,17,31,361,0,406,3,499,1,1,3,17,31,48,3
"1640",2022-06-01,"NY","COLUMBIA",36021,368,18,206,144,0,355,13,343,4,4,8,19,1,20,3
"1641",2022-06-01,"NY","CORTLAND",36023,154,0,0,154,0,154,0,122,0,0,0,14,2,16,0
"1642",2022-06-01,"NY","DELAWARE",36025,174,1,9,164,0,174,0,200,5,1,2,2,1,3,1
"1643",2022-06-01,"NY","DUTCHESS",36027,1830,20,638,1172,0,1828,2,1945,7,3,4,127,15,142,6
"1644",2022-06-01,"NY","ERIE",36029,3766,13,964,2789,0,3748,18,3391,26,22,38,156,177,333,23
"1645",2022-06-01,"NY","ESSEX",36031,148,0,0,148,0,148,0,178,3,0,1,2,0,2,0
"1646",2022-06-01,"NY","FRANKLIN",36033,237,0,7,230,0,237,0,186,0,0,2,11,2,13,0
"1647",2022-06-01,"NY","FULTON",36035,233,8,101,124,0,233,0,298,2,3,3,10,0,10,1
"1648",2022-06-01,"NY","GENESEE",36037,149,0,0,149,0,149,0,164,1,0,0,6,20,26,0
"1649",2022-06-01,"NY","GREENE",36039,261,9,59,193,0,260,1,198,1,0,1,NA,NA,NA,0
"1650",2022-06-01,"NY","HERKIMER",36043,164,0,3,161,0,164,0,239,2,0,0,8,0,8,0
"1651",2022-06-01,"NY","JEFFERSON",36045,409,29,0,380,0,407,2,440,1,1,1,53,2,55,1
"1652",2022-06-01,"NY","KINGS",36047,28530,1185,63,27282,40,0,28490,28260,114,38,55,566,383,949,50
"1653",2022-06-01,"NY","LEWIS",36049,49,0,0,49,0,49,0,57,1,0,0,6,0,6,0
"1654",2022-06-01,"NY","LIVINGSTON",36051,151,3,3,145,0,151,0,189,1,2,2,0,17,17,0
"1655",2022-06-01,"NY","MADISON",36053,179,0,1,178,0,178,1,176,0,0,2,19,0,19,0
"1656",2022-06-01,"NY","MONROE",36055,2499,0,0,2499,0,2481,18,2594,41,23,36,343,181,524,44
"1657",2022-06-01,"NY","MONTGOMERY",36057,218,0,1,217,0,218,0,225,3,2,2,19,5,24,2
"1658",2022-06-01,"NY","NASSAU",36059,14334,130,0,14204,0,14329,5,15364,40,30,55,572,355,927,45
"1659",2022-06-01,"NY","NEW YORK",36061,21808,724,48,21036,0,0,21808,21332,60,26,46,824,462,1286,55
"1660",2022-06-01,"NY","NIAGARA",36063,579,3,47,529,0,579,0,675,7,5,6,14,10,24,3
"1661",2022-06-01,"NY","ONEIDA",36065,861,0,0,861,0,861,0,910,4,3,5,49,7,56,3
"1662",2022-06-01,"NY","ONONDAGA",36067,1651,0,0,1651,0,1651,0,1644,8,6,10,182,8,190,9
"1663",2022-06-01,"NY","ONTARIO",36069,392,0,0,392,0,392,0,455,1,3,3,67,7,74,1
"1664",2022-06-01,"NY","ORANGE",36071,3271,63,1138,2070,0,3265,6,8110,20,9,12,185,10,195,11
"1665",2022-06-01,"NY","ORLEANS",36073,82,0,0,82,0,82,0,104,0,0,0,1,0,1,0
"1666",2022-06-01,"NY","OSWEGO",36075,444,12,0,432,0,444,0,349,2,2,3,9,0,9,0
"1667",2022-06-01,"NY","OTSEGO",36077,237,7,21,209,0,237,0,293,2,2,2,29,0,29,3
"1668",2022-06-01,"NY","PUTNAM",36079,922,12,121,789,0,920,2,782,0,0,0,13,2,15,1
"1669",2022-06-01,"NY","QUEENS",36081,28167,986,11,27170,32,0,28135,27576,81,30,50,726,166,892,36
"1670",2022-06-01,"NY","RENSSELAER",36083,841,0,1,840,0,841,0,912,10,5,6,35,0,35,4
"1671",2022-06-01,"NY","RICHMOND",36085,6189,271,5,5913,0,0,6189,6248,33,14,19,181,41,222,11
"1672",2022-06-01,"NY","ROCKLAND",36087,1925,60,131,1734,0,1924,1,2515,5,7,8,90,7,97,4
"1673",2022-06-01,"NY","SARATOGA",36091,831,0,2,829,0,831,0,1200,5,2,3,55,7,62,2
"1674",2022-06-01,"NY","SCHENECTADY",36093,847,0,0,847,0,845,2,895,6,9,9,31,13,44,6
"1675",2022-06-01,"NY","SCHOHARIE",36095,118,4,60,54,0,118,0,100,0,0,0,3,0,3,0
"1676",2022-06-01,"NY","SENECA",36099,72,0,0,72,0,61,11,97,1,0,0,NA,NA,NA,0
"1677",2022-06-01,"NY","ST. LAWRENCE",36089,312,22,92,198,0,300,12,304,3,1,2,32,8,40,2
"1678",2022-06-01,"NY","STEUBEN",36101,342,0,0,342,0,330,12,347,2,4,6,25,0,25,3
"1679",2022-06-01,"NY","SUFFOLK",36103,11486,35,104,11347,0,11477,9,13592,48,36,58,703,99,802,42
"1680",2022-06-01,"NY","SULLIVAN",36105,529,0,0,529,0,529,0,515,2,1,3,27,0,27,1
"1681",2022-06-01,"NY","TIOGA",36107,193,0,0,193,0,193,0,172,1,1,3,NA,NA,NA,1
"1682",2022-06-01,"NY","TOMPKINS",36109,602,0,0,602,0,602,0,603,2,0,2,28,0,28,3
"1683",2022-06-01,"NY","ULSTER",36111,1174,33,439,702,0,1171,3,924,6,4,6,32,0,32,4
"1684",2022-06-01,"NY","WARREN",36113,449,0,0,449,0,448,1,393,2,4,6,67,1,68,8
"1685",2022-06-01,"NY","WASHINGTON",36115,304,20,103,181,0,304,0,263,4,2,2,NA,NA,NA,0
"1686",2022-06-01,"NY","WAYNE",36117,157,9,18,130,0,157,0,243,6,1,1,8,14,22,1
"1687",2022-06-01,"NY","WESTCHESTER",36119,10104,67,3526,6511,0,10100,4,9165,20,18,29,535,48,583,26
"1688",2022-06-01,"NY","WYOMING",36121,83,0,0,83,0,83,0,89,0,1,1,6,0,6,0
"1689",2022-06-01,"NY","YATES",36123,21,0,0,21,0,21,0,58,0,0,0,6,0,6,0
"1690",2022-07-01,"NY","ALBANY",36001,2146,0,0,2146,0,2145,1,1880,5,7,12,179,6,185,12
"1691",2022-07-01,"NY","ALLEGANY",36003,148,2,1,145,0,148,0,125,3,0,0,5,0,5,0
"1692",2022-07-01,"NY","BRONX",36005,21361,1248,8,20105,0,0,21361,19465,47,17,37,590,336,926,29
"1693",2022-07-01,"NY","BROOME",36007,1119,49,100,970,0,1108,11,905,4,3,10,41,121,162,6
"1694",2022-07-01,"NY","CATTARAUGUS",36009,319,22,7,290,0,317,2,265,0,0,0,25,1,26,0
"1695",2022-07-01,"NY","CAYUGA",36011,417,0,1,416,0,416,1,296,2,2,2,15,0,15,1
"1696",2022-07-01,"NY","CHAUTAUQUA",36013,571,0,0,571,0,571,0,465,4,2,5,25,0,25,4
"1697",2022-07-01,"NY","CHEMUNG",36015,380,8,8,364,0,380,0,328,2,1,2,28,5,33,2
"1698",2022-07-01,"NY","CHENANGO",36017,178,0,0,178,0,177,1,167,0,0,1,6,1,7,0
"1699",2022-07-01,"NY","CLINTON",36019,481,23,49,409,0,467,14,484,3,3,3,23,32,55,5
"1700",2022-07-01,"NY","COLUMBIA",36021,382,12,217,153,0,380,2,340,3,1,2,17,3,20,3
"1701",2022-07-01,"NY","CORTLAND",36023,196,0,0,196,0,194,2,172,3,2,2,10,0,10,1
"1702",2022-07-01,"NY","DELAWARE",36025,200,0,0,200,0,200,0,203,2,0,3,9,0,9,0
"1703",2022-07-01,"NY","DUTCHESS",36027,2184,5,21,2158,0,2181,3,2402,8,11,19,178,16,194,11
"1704",2022-07-01,"NY","ERIE",36029,5432,31,1036,4365,0,5409,23,4640,13,22,32,162,140,302,14
"1705",2022-07-01,"NY","ESSEX",36031,216,1,0,215,0,216,0,200,1,0,1,2,1,3,0
"1706",2022-07-01,"NY","FRANKLIN",36033,236,0,3,233,0,235,1,194,1,2,2,12,2,14,0
"1707",2022-07-01,"NY","FULTON",36035,316,15,184,117,0,316,0,254,0,0,1,15,0,15,0
"1708",2022-07-01,"NY","GENESEE",36037,171,0,0,171,0,170,1,154,3,2,2,2,13,15,1
"1709",2022-07-01,"NY","GREENE",36039,302,20,63,219,0,300,2,214,2,0,0,NA,NA,NA,0
"1710",2022-07-01,"NY","HERKIMER",36043,297,0,0,297,0,297,0,271,0,0,1,8,0,8,0
"1711",2022-07-01,"NY","JEFFERSON",36045,558,27,2,529,0,558,0,519,1,0,0,43,2,45,0
"1712",2022-07-01,"NY","KINGS",36047,35577,1623,31,33923,70,0,35507,33174,105,53,64,714,529,1243,70
"1713",2022-07-01,"NY","LEWIS",36049,61,0,0,61,0,61,0,61,1,0,0,4,0,4,0
"1714",2022-07-01,"NY","LIVINGSTON",36051,245,0,0,245,0,244,1,183,1,2,2,0,16,16,2
"1715",2022-07-01,"NY","MADISON",36053,258,0,0,258,0,258,0,216,1,1,1,8,2,10,0
"1716",2022-07-01,"NY","MONROE",36055,3471,0,0,3471,0,3446,25,2913,26,25,35,287,204,491,36
"1717",2022-07-01,"NY","MONTGOMERY",36057,249,0,0,249,0,248,1,275,1,1,2,27,2,29,1
"1718",2022-07-01,"NY","NASSAU",36059,17947,104,3,17840,0,17936,11,19076,48,44,62,784,308,1092,56
"1719",2022-07-01,"NY","NEW YORK",36061,25491,1051,38,24402,11,0,25480,24951,49,36,48,1136,637,1773,47
"1720",2022-07-01,"NY","NIAGARA",36063,982,0,0,982,0,982,0,907,3,2,2,20,4,24,2
"1721",2022-07-01,"NY","ONEIDA",36065,1034,0,0,1034,0,1032,2,861,4,7,8,63,7,70,6
"1722",2022-07-01,"NY","ONONDAGA",36067,2486,0,0,2486,0,2482,4,2368,9,6,13,216,8,224,13
"1723",2022-07-01,"NY","ONTARIO",36069,530,0,0,530,0,530,0,457,1,3,4,49,12,61,2
"1724",2022-07-01,"NY","ORANGE",36071,4478,52,558,3868,0,4471,7,4425,10,8,13,239,20,259,11
"1725",2022-07-01,"NY","ORLEANS",36073,101,0,1,100,0,100,1,111,1,0,0,2,0,2,0
"1726",2022-07-01,"NY","OSWEGO",36075,599,0,0,599,0,598,1,478,2,1,2,15,0,15,1
"1727",2022-07-01,"NY","OTSEGO",36077,280,11,3,266,0,280,0,292,2,2,2,27,6,33,3
"1728",2022-07-01,"NY","PUTNAM",36079,1009,11,107,891,0,1009,0,872,1,0,0,26,0,26,0
"1729",2022-07-01,"NY","QUEENS",36081,37045,1461,13,35571,60,0,36985,34248,95,43,62,1093,265,1358,54
"1730",2022-07-01,"NY","RENSSELAER",36083,1067,0,0,1067,0,1067,0,974,2,1,3,50,0,50,1
