"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_primary","new_hosp_incidental","new_hosp_total","new_death_total"
"1",2020-01-01,"NY","BRONX",36005,23,20,1,2,0,0,23,NA,NA,0,0,NA,NA,NA,NA
"2",2020-01-01,"NY","ERIE",36029,48,3,24,21,0,45,3,NA,NA,0,0,NA,NA,NA,NA
"3",2020-01-01,"NY","HERKIMER",36043,34,1,4,29,0,22,12,NA,NA,0,0,NA,NA,NA,NA
"4",2020-01-01,"NY","KINGS",36047,11,9,1,1,0,0,11,NA,NA,0,0,NA,NA,NA,NA
"5",2020-01-01,"NY","MONROE",36055,13,0,8,5,0,13,0,NA,NA,0,0,NA,NA,NA,NA
"6",2020-01-01,"NY","NASSAU",36059,23,1,8,14,0,18,5,NA,NA,0,0,NA,NA,NA,NA
"7",2020-01-01,"NY","ONEIDA",36065,102,0,6,96,0,90,12,NA,NA,0,0,NA,NA,NA,NA
"8",2020-01-01,"NY","ONONDAGA",36067,17,2,7,8,0,16,1,NA,NA,0,0,NA,NA,NA,NA
"9",2020-01-01,"NY","ORANGE",36071,11,1,6,4,0,11,0,NA,NA,0,0,NA,NA,NA,NA
"10",2020-01-01,"NY","ROCKLAND",36087,33,1,6,26,0,12,21,NA,NA,0,0,NA,NA,NA,NA
"11",2020-01-01,"NY","SUFFOLK",36103,41,1,15,25,0,35,6,NA,NA,0,0,NA,NA,NA,NA
"12",2020-01-01,"NY","WESTCHESTER",36119,23,1,8,14,0,21,2,NA,NA,0,0,NA,NA,NA,NA
"13",2020-02-01,"NY","BRONX",36005,180,173,5,2,0,0,180,0,0,0,0,NA,NA,NA,NA
"14",2020-02-01,"NY","KINGS",36047,208,193,10,5,11,0,197,0,0,0,0,NA,NA,NA,NA
"15",2020-02-01,"NY","NASSAU",36059,51,5,16,30,0,38,13,0,0,1,1,NA,NA,NA,NA
"16",2020-02-01,"NY","NEW YORK",36061,193,187,4,2,15,0,178,0,0,0,0,NA,NA,NA,NA
"17",2020-02-01,"NY","ORANGE",36071,17,1,15,1,0,17,0,0,0,0,0,NA,NA,NA,NA
"18",2020-02-01,"NY","QUEENS",36081,213,206,4,3,34,0,179,0,0,0,0,NA,NA,NA,NA
"19",2020-02-01,"NY","RICHMOND",36085,49,48,1,0,0,0,49,0,0,0,0,NA,NA,NA,NA
"20",2020-02-01,"NY","ROCKLAND",36087,23,3,17,3,0,20,3,0,0,0,0,NA,NA,NA,NA
"21",2020-02-01,"NY","SUFFOLK",36103,14,3,5,6,0,14,0,0,0,1,1,NA,NA,NA,NA
"22",2020-02-01,"NY","WESTCHESTER",36119,49,17,22,10,0,11,38,0,0,1,1,NA,NA,NA,NA
"23",2020-03-01,"NY","ALBANY",36001,520,99,287,134,0,483,37,226,1,4,4,28,21,49,1
"24",2020-03-01,"NY","ALLEGANY",36003,25,2,3,20,0,23,2,9,1,0,0,1,3,4,0
"25",2020-03-01,"NY","BRONX",36005,13390,4711,216,8463,1564,277,11549,7766,465,402,427,385,1242,1627,0
"26",2020-03-01,"NY","BROOME",36007,109,31,58,20,0,68,41,38,3,4,4,5,14,19,4
"27",2020-03-01,"NY","CATTARAUGUS",36009,14,0,3,11,0,14,0,6,0,0,0,0,2,2,0
"28",2020-03-01,"NY","CAYUGA",36011,19,2,10,7,0,18,1,4,0,0,0,0,0,0,0
"29",2020-03-01,"NY","CHAUTAUQUA",36013,40,4,9,27,0,24,16,7,0,0,0,0,0,0,0
"30",2020-03-01,"NY","CHEMUNG",36015,79,9,32,38,0,64,15,20,0,0,0,2,3,5,0
"31",2020-03-01,"NY","CHENANGO",36017,59,14,36,9,0,48,11,19,0,0,0,0,3,3,0
"32",2020-03-01,"NY","CLINTON",36019,66,8,50,8,0,63,3,21,0,1,1,4,16,20,0
"33",2020-03-01,"NY","COLUMBIA",36021,81,22,48,11,0,55,26,36,1,1,1,3,10,13,0
"34",2020-03-01,"NY","CORTLAND",36023,53,1,14,38,0,52,1,10,0,0,0,0,0,0,0
"35",2020-03-01,"NY","DELAWARE",36025,26,1,9,16,0,22,4,16,0,0,0,0,0,0,0
"36",2020-03-01,"NY","DUTCHESS",36027,1205,110,294,801,11,1123,71,484,3,8,8,11,33,44,7
"37",2020-03-01,"NY","ERIE",36029,1107,315,104,688,71,975,61,499,8,16,16,64,112,176,10
"38",2020-03-01,"NY","FRANKLIN",36033,12,0,6,6,0,11,1,6,0,0,0,0,0,0,0
"39",2020-03-01,"NY","FULTON",36035,24,9,7,8,0,13,11,1,0,0,0,0,0,0,0
"40",2020-03-01,"NY","GENESEE",36037,70,8,44,18,0,65,5,11,1,0,0,4,4,8,0
"41",2020-03-01,"NY","GREENE",36039,56,9,29,18,0,53,3,10,0,0,0,NA,NA,NA,0
"42",2020-03-01,"NY","HERKIMER",36043,37,6,19,12,0,24,13,12,2,2,2,0,0,0,1
"43",2020-03-01,"NY","JEFFERSON",36045,48,0,18,30,0,47,1,11,0,0,0,0,0,0,0
"44",2020-03-01,"NY","KINGS",36047,19460,6455,340,12665,2360,325,16775,11917,662,579,641,1013,1156,2169,0
"45",2020-03-01,"NY","LIVINGSTON",36051,25,4,16,5,0,24,1,15,0,1,1,0,0,0,0
"46",2020-03-01,"NY","MADISON",36053,107,12,76,19,0,95,12,49,1,1,1,1,2,3,1
"47",2020-03-01,"NY","MONROE",36055,691,18,6,667,14,609,68,257,8,8,8,41,54,95,10
"48",2020-03-01,"NY","MONTGOMERY",36057,23,7,9,7,0,11,12,6,0,0,0,0,0,0,0
"49",2020-03-01,"NY","NASSAU",36059,17381,1036,2909,13436,698,15663,1020,8544,48,268,281,644,1246,1890,214
"50",2020-03-01,"NY","NEW YORK",36061,9968,3321,257,6390,975,107,8886,6876,292,365,394,1962,1450,3412,0
"51",2020-03-01,"NY","NIAGARA",36063,162,68,43,51,0,137,25,41,0,1,1,4,7,11,0
"52",2020-03-01,"NY","ONEIDA",36065,135,24,54,57,0,90,45,34,0,1,2,12,8,20,2
"53",2020-03-01,"NY","ONONDAGA",36067,574,72,284,218,0,510,64,249,1,2,2,17,21,38,1
"54",2020-03-01,"NY","ONTARIO",36069,68,12,39,17,0,66,2,20,0,0,0,4,4,8,0
"55",2020-03-01,"NY","ORANGE",36071,4529,440,3444,645,114,4327,88,1556,5,23,23,40,111,151,16
"56",2020-03-01,"NY","ORLEANS",36073,15,6,9,0,0,14,1,5,0,0,0,2,2,4,0
"57",2020-03-01,"NY","OSWEGO",36075,52,5,28,19,0,51,1,15,0,0,0,0,0,0,0
"58",2020-03-01,"NY","OTSEGO",36077,47,10,28,9,0,24,23,17,1,2,2,1,20,21,2
"59",2020-03-01,"NY","PUTNAM",36079,723,78,556,89,0,646,77,167,0,7,7,5,15,20,5
"60",2020-03-01,"NY","QUEENS",36081,21188,7416,321,13451,2523,355,18310,13691,660,596,624,873,1099,1972,0
"61",2020-03-01,"NY","RENSSELAER",36083,114,38,65,11,0,91,23,54,0,0,0,0,4,4,0
"62",2020-03-01,"NY","RICHMOND",36085,4552,994,47,3511,233,12,4307,2889,113,94,96,111,234,345,0
"63",2020-03-01,"NY","ROCKLAND",36087,6994,548,3651,2795,180,6340,474,2863,5,54,57,191,83,274,32
"64",2020-03-01,"NY","SARATOGA",36091,243,36,115,92,0,190,53,108,1,0,0,8,4,12,0
"65",2020-03-01,"NY","SCHENECTADY",36093,237,61,99,77,0,200,37,85,1,3,3,4,2,6,4
"66",2020-03-01,"NY","SCHOHARIE",36095,19,4,7,8,0,16,3,6,0,0,0,0,0,0,0
"67",2020-03-01,"NY","ST. LAWRENCE",36089,98,11,63,24,0,95,3,23,0,0,0,0,0,0,0
"68",2020-03-01,"NY","STEUBEN",36101,84,13,43,28,0,54,30,19,0,1,1,7,5,12,0
"69",2020-03-01,"NY","SUFFOLK",36103,12618,356,263,11999,437,9768,2413,6713,44,123,131,439,636,1075,94
"70",2020-03-01,"NY","SULLIVAN",36105,313,37,162,114,0,284,29,106,1,2,2,0,13,13,2
"71",2020-03-01,"NY","TIOGA",36107,11,2,6,3,0,11,0,8,0,0,0,NA,NA,NA,0
"72",2020-03-01,"NY","TOMPKINS",36109,120,8,97,15,0,120,0,73,0,0,0,1,0,1,0
"73",2020-03-01,"NY","ULSTER",36111,431,10,24,397,0,397,34,207,0,1,1,13,1,14,0
"74",2020-03-01,"NY","WARREN",36113,33,8,18,7,0,33,0,18,0,1,1,0,8,8,1
"75",2020-03-01,"NY","WASHINGTON",36115,31,9,8,14,0,30,1,9,0,0,0,NA,NA,NA,0
"76",2020-03-01,"NY","WAYNE",36117,53,5,0,48,0,42,11,15,0,0,0,3,3,6,0
"77",2020-03-01,"NY","WESTCHESTER",36119,11401,1847,3762,5792,553,10440,408,9967,10,139,141,285,515,800,107
"78",2020-03-01,"NY","WYOMING",36121,30,1,13,16,0,27,3,8,1,1,1,0,0,0,0
"79",2020-04-01,"NY","ALBANY",36001,1238,128,733,377,75,1076,87,939,40,68,75,107,45,152,54
"80",2020-04-01,"NY","ALLEGANY",36003,38,1,0,37,0,36,2,26,1,0,0,4,6,10,0
"81",2020-04-01,"NY","BRONX",36005,27292,6943,316,20033,2861,274,24157,30897,2629,2872,3072,2254,5290,7544,2489
"82",2020-04-01,"NY","BROOME",36007,348,35,195,118,13,258,77,246,19,23,24,15,47,62,14
"83",2020-04-01,"NY","CATTARAUGUS",36009,98,0,1,97,0,94,4,41,0,1,1,4,2,6,1
"84",2020-04-01,"NY","CAYUGA",36011,86,2,31,53,0,85,1,44,1,1,1,0,1,1,1
"85",2020-04-01,"NY","CHAUTAUQUA",36013,114,3,19,92,0,65,49,29,3,1,1,1,0,1,1
"86",2020-04-01,"NY","CHEMUNG",36015,174,6,39,129,0,147,27,102,1,3,4,8,2,10,3
"87",2020-04-01,"NY","CHENANGO",36017,75,8,39,28,0,50,25,79,0,2,2,0,3,3,0
"88",2020-04-01,"NY","CLINTON",36019,76,14,43,19,0,51,25,38,4,4,4,4,18,22,4
"89",2020-04-01,"NY","COLUMBIA",36021,206,37,104,65,0,152,54,134,12,20,20,26,17,43,16
"90",2020-04-01,"NY","CORTLAND",36023,58,3,5,50,0,46,12,18,0,0,0,3,0,3,0
"91",2020-04-01,"NY","DELAWARE",36025,39,0,8,31,0,27,12,46,4,0,0,2,0,2,0
"92",2020-04-01,"NY","DUTCHESS",36027,2437,168,379,1890,15,2321,101,2470,34,92,98,274,118,392,64
"93",2020-04-01,"NY","ERIE",36029,5199,650,1337,3212,523,4275,401,2820,258,288,307,475,800,1275,223
"94",2020-04-01,"NY","ESSEX",36031,33,6,9,18,0,30,3,23,0,0,0,12,0,12,0
"95",2020-04-01,"NY","FRANKLIN",36033,11,1,1,9,0,0,11,9,0,0,0,1,5,6,0
"96",2020-04-01,"NY","FULTON",36035,127,21,65,41,0,76,51,70,0,1,1,7,14,21,1
"97",2020-04-01,"NY","GENESEE",36037,169,8,89,72,0,147,22,142,2,2,2,4,5,9,2
"98",2020-04-01,"NY","GREENE",36039,143,21,75,47,0,118,25,121,5,3,3,NA,NA,NA,1
"99",2020-04-01,"NY","HERKIMER",36043,120,8,36,76,0,107,13,46,1,0,0,1,1,2,0
"100",2020-04-01,"NY","JEFFERSON",36045,68,5,13,50,0,63,5,50,0,0,0,6,5,11,0
"101",2020-04-01,"NY","KINGS",36047,29665,8357,298,21010,4213,236,25216,34738,3859,4180,4468,3185,5302,8487,3764
"102",2020-04-01,"NY","LEWIS",36049,12,2,3,7,0,0,12,7,0,0,0,0,0,0,0
"103",2020-04-01,"NY","LIVINGSTON",36051,83,1,28,54,0,79,4,54,5,3,5,0,2,2,2
"104",2020-04-01,"NY","MADISON",36053,167,15,85,67,0,150,17,82,4,2,2,6,15,21,2
"105",2020-04-01,"NY","MONROE",36055,1676,32,10,1634,110,1505,61,1184,107,139,141,274,234,508,85
"106",2020-04-01,"NY","MONTGOMERY",36057,59,5,23,31,0,57,2,47,1,1,1,7,1,8,1
"107",2020-04-01,"NY","NASSAU",36059,26220,1139,2000,23081,919,21716,3585,27310,1652,2189,2331,2819,4617,7436,1926
"108",2020-04-01,"NY","NEW YORK",36061,12008,4256,149,7603,1674,21,10313,14151,1626,2587,2739,7305,5373,12678,2544
"109",2020-04-01,"NY","NIAGARA",36063,637,73,190,374,24,511,102,379,21,22,22,20,35,55,14
"110",2020-04-01,"NY","ONEIDA",36065,681,60,276,345,0,510,171,405,15,19,20,34,66,100,12
"111",2020-04-01,"NY","ONONDAGA",36067,1237,109,476,652,39,985,213,583,29,54,60,89,51,140,36
"112",2020-04-01,"NY","ONTARIO",36069,127,15,42,70,0,86,41,70,9,10,10,31,23,54,4
"113",2020-04-01,"NY","ORANGE",36071,6213,438,3410,2365,171,5836,206,7094,315,298,309,259,469,728,227
"114",2020-04-01,"NY","ORLEANS",36073,87,17,65,5,0,41,46,84,9,9,9,0,0,0,5
"115",2020-04-01,"NY","OSWEGO",36075,95,5,31,59,0,92,3,48,3,1,1,3,3,6,0
"116",2020-04-01,"NY","OTSEGO",36077,57,5,18,34,0,48,9,50,3,6,6,1,10,11,3
"117",2020-04-01,"NY","PUTNAM",36079,825,89,504,232,26,754,45,803,7,49,52,26,92,118,40
"118",2020-04-01,"NY","QUEENS",36081,34548,9322,393,24833,4134,266,30148,39341,4050,3695,3957,3280,5259,8539,3328
"119",2020-04-01,"NY","RENSSELAER",36083,288,43,213,32,0,262,26,233,11,21,21,43,11,54,20
"120",2020-04-01,"NY","RICHMOND",36085,7884,1330,75,6479,513,0,7371,9149,568,664,687,912,1432,2344,575
"121",2020-04-01,"NY","ROCKLAND",36087,9843,533,3154,6156,281,7204,2358,8845,398,458,480,756,497,1253,339
"122",2020-04-01,"NY","SARATOGA",36091,299,20,123,156,0,192,107,246,10,5,5,25,8,33,3
"123",2020-04-01,"NY","SCHENECTADY",36093,646,64,356,226,11,589,46,416,21,17,17,49,31,80,21
"124",2020-04-01,"NY","SCHOHARIE",36095,48,3,21,24,0,35,13,36,0,0,0,0,0,0,0
"125",2020-04-01,"NY","SENECA",36099,26,8,13,5,0,23,3,39,0,0,0,NA,NA,NA,1
"126",2020-04-01,"NY","ST. LAWRENCE",36089,359,12,95,252,0,312,47,150,0,3,3,12,23,35,2
"127",2020-04-01,"NY","STEUBEN",36101,306,20,126,160,40,251,15,197,35,29,29,20,16,36,11
"128",2020-04-01,"NY","SUFFOLK",36103,28750,321,109,28320,848,20417,7485,26951,1133,1718,1791,2761,2265,5026,1158
"129",2020-04-01,"NY","SULLIVAN",36105,823,57,347,419,0,741,82,732,21,12,16,21,51,72,10
"130",2020-04-01,"NY","TIOGA",36107,154,11,52,91,12,87,55,80,10,7,8,NA,NA,NA,6
"131",2020-04-01,"NY","TOMPKINS",36109,69,2,21,46,0,42,27,55,0,2,2,10,10,20,2
"132",2020-04-01,"NY","ULSTER",36111,1252,16,15,1221,33,1148,71,1072,30,17,21,32,6,38,9
"133",2020-04-01,"NY","WARREN",36113,185,8,44,133,0,109,76,158,0,17,20,8,21,29,8
"134",2020-04-01,"NY","WASHINGTON",36115,181,9,5,167,12,156,13,139,2,5,5,NA,NA,NA,2
"135",2020-04-01,"NY","WAYNE",36117,84,1,0,83,0,82,2,56,1,1,1,4,1,5,0
"136",2020-04-01,"NY","WESTCHESTER",36119,18990,1889,1626,15475,708,17171,1111,19003,1021,1266,1324,1988,1856,3844,1058
"137",2020-04-01,"NY","WYOMING",36121,78,6,34,38,0,74,4,59,4,3,3,4,2,6,3
"138",2020-04-01,"NY","YATES",36123,34,4,20,10,0,14,20,18,1,1,1,3,1,4,1
"139",2020-05-01,"NY","ALBANY",36001,1447,63,472,912,17,1309,121,695,35,75,85,105,16,121,88
"140",2020-05-01,"NY","ALLEGANY",36003,258,0,14,244,0,227,31,10,0,0,1,1,0,1,0
"141",2020-05-01,"NY","BRONX",36005,6430,1124,477,4829,200,175,6055,8016,1495,544,602,517,921,1438,477
"142",2020-05-01,"NY","BROOME",36007,1058,16,254,788,13,906,139,282,22,25,28,23,22,45,33
"143",2020-05-01,"NY","CATTARAUGUS",36009,324,1,15,308,0,300,24,41,0,2,2,9,1,10,2
"144",2020-05-01,"NY","CAYUGA",36011,377,3,23,351,0,370,7,43,0,0,0,2,0,2,0
"145",2020-05-01,"NY","CHAUTAUQUA",36013,384,9,39,336,0,372,12,48,1,2,2,4,1,5,2
"146",2020-05-01,"NY","CHEMUNG",36015,564,2,5,557,0,523,41,15,0,2,3,1,0,1,2
"147",2020-05-01,"NY","CHENANGO",36017,224,1,34,189,0,194,30,35,0,0,2,1,2,3,2
"148",2020-05-01,"NY","CLINTON",36019,129,1,29,99,0,122,7,36,0,0,0,2,2,4,0
"149",2020-05-01,"NY","COLUMBIA",36021,445,42,96,307,0,386,59,217,19,11,22,22,5,27,22
"150",2020-05-01,"NY","CORTLAND",36023,196,0,11,185,0,179,17,13,0,0,0,0,0,0,0
"151",2020-05-01,"NY","DELAWARE",36025,147,2,3,142,0,102,45,17,0,0,0,2,0,2,0
"152",2020-05-01,"NY","DUTCHESS",36027,1956,22,105,1829,12,1777,167,955,102,67,72,125,18,143,79
"153",2020-05-01,"NY","ERIE",36029,7357,133,922,6302,307,6579,471,2751,250,254,277,255,182,437,295
"154",2020-05-01,"NY","ESSEX",36031,72,0,16,56,0,35,37,9,0,0,0,0,0,0,0
"155",2020-05-01,"NY","FRANKLIN",36033,52,0,5,47,0,27,25,7,0,0,0,0,0,0,0
"156",2020-05-01,"NY","FULTON",36035,239,19,68,152,0,196,43,137,18,17,18,13,7,20,12
"157",2020-05-01,"NY","GENESEE",36037,353,2,30,321,0,253,100,49,1,3,3,15,2,17,3
"158",2020-05-01,"NY","GREENE",36039,283,13,76,194,0,257,26,107,13,3,3,NA,NA,NA,4
"159",2020-05-01,"NY","HERKIMER",36043,408,6,43,359,0,390,18,50,0,1,1,0,0,0,0
"160",2020-05-01,"NY","JEFFERSON",36045,159,0,7,152,0,139,20,13,0,0,0,2,0,2,0
"161",2020-05-01,"NY","KINGS",36047,8668,1448,524,6696,316,182,8170,10516,2405,713,767,903,1071,1974,658
"162",2020-05-01,"NY","LEWIS",36049,90,0,17,73,0,76,14,11,0,0,0,0,0,0,0
"163",2020-05-01,"NY","LIVINGSTON",36051,143,2,17,124,0,140,3,50,2,3,3,3,3,6,2
"164",2020-05-01,"NY","MADISON",36053,375,6,83,286,0,337,38,185,5,5,7,4,5,9,1
"165",2020-05-01,"NY","MONROE",36055,4200,108,119,3973,85,3951,164,1501,101,102,117,270,129,399,125
"166",2020-05-01,"NY","MONTGOMERY",36057,236,3,30,203,0,222,14,38,3,4,4,11,1,12,4
"167",2020-05-01,"NY","NASSAU",36059,23811,231,302,23278,113,18200,5498,4542,437,451,505,499,674,1173,479
"168",2020-05-01,"NY","NEW YORK",36061,3803,688,219,2896,84,25,3694,4583,1019,608,658,1363,1053,2416,689
"169",2020-05-01,"NY","NIAGARA",36063,1320,34,206,1080,18,980,322,617,42,32,37,9,29,38,37
"170",2020-05-01,"NY","ONEIDA",36065,1955,35,347,1573,15,1563,377,588,31,34,41,54,60,114,42
"171",2020-05-01,"NY","ONONDAGA",36067,2969,54,508,2407,57,2550,362,1338,101,92,103,99,104,203,95
"172",2020-05-01,"NY","ONTARIO",36069,384,10,93,281,13,295,76,117,0,14,14,18,5,23,15
"173",2020-05-01,"NY","ORANGE",36071,3192,136,815,2241,35,2790,367,1756,124,104,113,116,182,298,133
"174",2020-05-01,"NY","ORLEANS",36073,153,13,118,22,0,64,89,140,24,17,18,1,0,1,21
"175",2020-05-01,"NY","OSWEGO",36075,511,5,31,475,0,453,58,46,0,0,0,5,2,7,0
"176",2020-05-01,"NY","OTSEGO",36077,118,1,6,111,0,67,51,5,1,2,3,2,2,4,1
"177",2020-05-01,"NY","PUTNAM",36079,727,26,181,520,0,700,27,282,53,7,9,24,11,35,15
"178",2020-05-01,"NY","QUEENS",36081,8105,1205,508,6392,202,154,7749,10046,2106,589,664,916,927,1843,608
"179",2020-05-01,"NY","RENSSELAER",36083,330,24,223,83,0,277,53,204,17,8,9,19,1,20,12
"180",2020-05-01,"NY","RICHMOND",36085,1291,242,86,963,12,0,1279,1639,329,152,161,264,289,553,151
"181",2020-05-01,"NY","ROCKLAND",36087,9316,62,398,8856,0,5491,3825,1443,92,86,98,228,129,357,87
"182",2020-05-01,"NY","SARATOGA",36091,508,17,43,448,0,329,179,126,3,2,2,4,3,7,1
"183",2020-05-01,"NY","SCHENECTADY",36093,778,19,176,583,0,712,66,188,7,5,5,22,0,22,6
"184",2020-05-01,"NY","SCHOHARIE",36095,54,1,5,48,0,28,26,8,0,0,0,0,0,0,0
"185",2020-05-01,"NY","SENECA",36099,26,2,8,16,0,24,2,19,0,1,1,NA,NA,NA,-1
"186",2020-05-01,"NY","ST. LAWRENCE",36089,155,2,14,139,0,117,38,31,2,0,0,0,2,2,0
"187",2020-05-01,"NY","STEUBEN",36101,249,3,22,224,0,206,43,25,6,3,3,3,2,5,7
"188",2020-05-01,"NY","SUFFOLK",36103,20395,263,475,19657,140,14834,5421,5979,724,626,669,878,314,1192,702
"189",2020-05-01,"NY","SULLIVAN",36105,863,19,141,703,0,605,258,549,9,18,19,25,23,48,17
"190",2020-05-01,"NY","TIOGA",36107,164,2,28,134,0,134,30,42,11,8,9,NA,NA,NA,11
"191",2020-05-01,"NY","TOMPKINS",36109,142,0,19,123,0,134,8,36,0,0,0,0,0,0,0
"192",2020-05-01,"NY","ULSTER",36111,1100,6,31,1063,0,993,107,406,44,31,32,16,1,17,38
"193",2020-05-01,"NY","WARREN",36113,220,2,28,190,0,158,62,79,28,12,18,8,2,10,21
"194",2020-05-01,"NY","WASHINGTON",36115,101,2,2,97,0,80,21,87,11,6,6,NA,NA,NA,9
"195",2020-05-01,"NY","WAYNE",36117,279,2,17,260,0,275,4,44,2,1,1,1,0,1,1
"196",2020-05-01,"NY","WESTCHESTER",36119,14467,344,570,13553,101,12694,1672,4511,340,311,336,670,169,839,336
"197",2020-05-01,"NY","WYOMING",36121,162,0,11,151,0,132,30,19,0,0,0,0,0,0,0
"198",2020-05-01,"NY","YATES",36123,26,0,8,18,0,13,13,21,5,6,6,2,0,2,5
"199",2020-06-01,"NY","ALBANY",36001,841,26,155,660,0,766,75,242,45,18,23,51,3,54,17
"200",2020-06-01,"NY","ALLEGANY",36003,119,0,14,105,0,105,14,14,-2,0,0,0,0,0,0
"201",2020-06-01,"NY","BRONX",36005,2334,406,64,1864,0,12,2322,2432,183,79,112,182,237,419,74
"202",2020-06-01,"NY","BROOME",36007,415,8,112,295,0,368,47,150,14,12,12,6,13,19,10
"203",2020-06-01,"NY","CATTARAUGUS",36009,281,2,25,254,0,276,5,35,6,2,2,0,0,0,2
"204",2020-06-01,"NY","CAYUGA",36011,148,3,12,133,0,144,4,24,1,0,0,3,0,3,0
"205",2020-06-01,"NY","CHAUTAUQUA",36013,300,0,44,256,0,286,14,43,3,1,1,2,0,2,1
"206",2020-06-01,"NY","CHEMUNG",36015,225,2,10,213,0,184,41,4,1,0,0,1,0,1,0
"207",2020-06-01,"NY","CHENANGO",36017,94,1,19,74,0,53,41,13,5,1,2,0,0,0,1
"208",2020-06-01,"NY","CLINTON",36019,103,1,10,92,0,58,45,6,0,0,0,1,0,1,0
"209",2020-06-01,"NY","COLUMBIA",36021,131,9,28,94,0,95,36,77,5,2,5,6,5,11,5
"210",2020-06-01,"NY","CORTLAND",36023,93,0,6,87,0,89,4,6,0,0,0,0,0,0,0
"211",2020-06-01,"NY","DELAWARE",36025,57,0,6,51,0,40,17,12,0,0,0,0,0,0,0
"212",2020-06-01,"NY","DUTCHESS",36027,1009,9,105,895,0,819,190,298,12,10,14,28,12,40,9
"213",2020-06-01,"NY","ERIE",36029,3615,12,23,3580,131,3301,183,1222,118,61,73,78,88,166,69
"214",2020-06-01,"NY","ESSEX",36031,67,1,12,54,0,41,26,5,0,0,0,0,0,0,0
"215",2020-06-01,"NY","FRANKLIN",36033,53,1,4,48,0,35,18,8,0,0,0,1,1,2,0
"216",2020-06-01,"NY","FULTON",36035,129,3,25,101,0,77,52,48,6,8,10,7,2,9,5
"217",2020-06-01,"NY","GENESEE",36037,245,1,19,225,0,201,44,36,1,1,1,2,1,3,1
"218",2020-06-01,"NY","GREENE",36039,97,0,11,86,0,94,3,22,0,0,1,NA,NA,NA,0
"219",2020-06-01,"NY","HERKIMER",36043,308,0,53,255,0,287,21,51,0,0,0,0,0,0,0
"220",2020-06-01,"NY","JEFFERSON",36045,156,1,4,151,0,135,21,12,0,0,0,5,3,8,0
"221",2020-06-01,"NY","KINGS",36047,3268,629,118,2521,0,45,3223,3292,239,113,132,381,397,778,100
"222",2020-06-01,"NY","LEWIS",36049,33,1,9,23,0,19,14,10,0,0,0,0,0,0,0
"223",2020-06-01,"NY","LIVINGSTON",36051,85,1,5,79,0,83,2,10,1,0,0,0,0,0,0
"224",2020-06-01,"NY","MADISON",36053,158,2,34,122,0,152,6,41,7,0,0,4,1,5,0
"225",2020-06-01,"NY","MONROE",36055,3078,72,579,2427,0,2877,201,800,50,39,49,93,57,150,42
"226",2020-06-01,"NY","MONTGOMERY",36057,150,1,17,132,0,126,24,27,0,0,0,0,1,1,0
"227",2020-06-01,"NY","NASSAU",36059,13526,98,600,12828,0,10535,2991,1411,45,88,99,156,241,397,75
"228",2020-06-01,"NY","NEW YORK",36061,1811,243,112,1456,0,65,1746,1717,142,84,101,507,320,827,86
"229",2020-06-01,"NY","NIAGARA",36063,684,6,101,577,0,552,132,197,25,11,14,5,5,10,15
"230",2020-06-01,"NY","ONEIDA",36065,1438,27,423,988,0,1270,168,600,44,33,37,27,40,67,37
"231",2020-06-01,"NY","ONONDAGA",36067,1708,41,405,1262,0,1474,234,672,53,40,46,51,33,84,46
"232",2020-06-01,"NY","ONTARIO",36069,324,8,43,273,0,222,102,52,0,4,6,11,6,17,6
"233",2020-06-01,"NY","ORANGE",36071,1201,18,230,953,0,1052,149,317,34,20,22,22,32,54,25
"234",2020-06-01,"NY","ORLEANS",36073,28,3,20,5,0,26,2,52,18,11,15,1,1,2,15
"235",2020-06-01,"NY","OSWEGO",36075,283,4,91,188,0,275,8,88,0,1,1,4,2,6,0
"236",2020-06-01,"NY","OTSEGO",36077,77,2,10,65,0,48,29,12,0,0,0,1,3,4,0
"237",2020-06-01,"NY","PUTNAM",36079,317,6,66,245,0,293,24,74,3,1,1,0,5,5,1
"238",2020-06-01,"NY","QUEENS",36081,3342,494,146,2702,11,63,3268,3437,249,92,123,418,297,715,89
"239",2020-06-01,"NY","RENSSELAER",36083,143,11,88,44,0,117,26,62,0,3,3,2,0,2,5
"240",2020-06-01,"NY","RICHMOND",36085,545,63,26,456,0,0,545,541,48,19,23,83,88,171,17
"241",2020-06-01,"NY","ROCKLAND",36087,4094,12,115,3967,0,2193,1901,439,11,15,18,37,15,52,11
"242",2020-06-01,"NY","SARATOGA",36091,405,3,3,399,0,233,172,69,0,1,1,0,0,0,1
"243",2020-06-01,"NY","SCHENECTADY",36093,455,9,97,349,0,424,31,111,8,2,2,5,0,5,3
"244",2020-06-01,"NY","SCHOHARIE",36095,33,1,4,28,0,17,16,8,0,0,0,0,0,0,0
"245",2020-06-01,"NY","SENECA",36099,11,0,5,6,0,11,0,11,0,0,0,NA,NA,NA,0
"246",2020-06-01,"NY","ST. LAWRENCE",36089,89,2,10,77,0,65,24,15,0,1,1,4,0,4,1
"247",2020-06-01,"NY","STEUBEN",36101,178,4,19,155,0,151,27,25,0,1,3,1,0,1,1
"248",2020-06-01,"NY","SUFFOLK",36103,9897,129,769,8999,14,7059,2824,1742,80,71,86,303,73,376,74
